gene	log2FC	pvalue	adj_pvalue	significant
ABCG2	-2.9163118553213	3.09743678936424e-34	1.1488393051752e-30	TRUE
CDKN1C	-9.97125802084538	4.45119853620543e-34	1.6509495370786e-30	TRUE
ENSG00000286523	-10.7276658319716	5.72950457738315e-34	2.12507324775141e-30	TRUE
ENSG00000288087	-4.29543289200313	2.18661940785106e-33	8.11017138371959e-30	TRUE
LINC00504	-1.98549019403368	2.90203555422395e-33	1.07636498706166e-29	TRUE
GPR183	5.38472212233498	7.2243920276012e-33	2.67952700303728e-29	TRUE
HERC6	-2.45070923386195	3.30677451007288e-32	1.22648266578603e-28	TRUE
TMEM220-AS1	-3.53678142011522	5.80771894917759e-32	2.15408295824997e-28	TRUE
KIF20B	1.22188460915935	6.66991991806607e-32	2.4738732976107e-28	TRUE
HOMER1	-3.30325739322551	1.27709763450071e-31	4.73675512636315e-28	TRUE
PRDM6	6.42206842801658	1.4420266789515e-31	5.34847695223112e-28	TRUE
COL15A1	3.43724410459066	1.75096163945146e-31	6.49431672072545e-28	TRUE
DISC1FP1	-2.83568503293112	3.28436796159208e-31	1.2181720769545e-27	TRUE
SNHG31	7.14503871554715	3.73537748721905e-31	1.38545151000955e-27	TRUE
ELAVL4	-7.58613884949668	6.19249266615e-31	2.29679552987503e-27	TRUE
VWF	-9.20856019807031	6.34306534181279e-31	2.35264293527836e-27	TRUE
ANKRD30B	-1.2657502460928	1.66569646168409e-30	6.1780681763863e-27	TRUE
SIGLEC1	1.50469891049807	1.87658528430622e-30	6.96025481949176e-27	TRUE
ENSG00000248431	-2.26050322966562	6.00202657705068e-30	2.2261516574281e-26	TRUE
CCK	-1.11171733884393	6.59663439640877e-30	2.44669169762801e-26	TRUE
LINC03069	4.88374747737636	9.1047521214341e-30	3.37695256183991e-26	TRUE
ENSG00000285987	-2.05829653818578	9.17650189658846e-30	3.40356455344466e-26	TRUE
UCHL1	-7.04726362668735	1.8855440639884e-29	6.99348293333296e-26	TRUE
NOS1AP	-5.47036729378476	3.94989565349034e-29	1.46501629787957e-25	TRUE
MX1	1.03803260171294	6.58595516720048e-29	2.44273077151466e-25	TRUE
IL1RAPL2	-3.36285543359415	1.44548215525401e-28	5.36129331383714e-25	TRUE
ABI3BP	-7.52707398401364	1.99513101868166e-28	7.39994094829028e-25	TRUE
COL25A1	-2.54544136487899	2.29004360615391e-28	8.49377173522484e-25	TRUE
RORA-AS1	3.73359666839964	4.44935059813907e-28	1.65026413684978e-24	TRUE
ENSG00000259995	-16.0939577893953	5.10251294815373e-28	1.89252205247022e-24	TRUE
CC2D2B	-1.02352880662723	5.71882264098587e-28	2.12111131754166e-24	TRUE
H2AZ1-DT	3.28464516662013	1.75175333487223e-27	6.49725311904111e-24	TRUE
PLXDC1	-5.37024983018846	5.1165709629237e-27	1.8977361701484e-23	TRUE
ENSG00000258216	-1.4118247528276	6.16500892595542e-27	2.28660181063687e-23	TRUE
UBTD1	-4.28294124426992	8.4894240799512e-27	3.1487273912539e-23	TRUE
ARSG	-1.31339380588156	1.55883538431724e-26	5.78172044043266e-23	TRUE
SLC24A4	-8.96492295683999	1.61751220131061e-26	5.99935275466106e-23	TRUE
LUCAT1	12.8118305187	1.72870938266067e-26	6.41178310028842e-23	TRUE
SERPINH1	5.69834755919071	2.18903700302492e-26	8.11913824421944e-23	TRUE
CDON	-5.71826799104482	5.98216814035587e-26	2.21878616325799e-22	TRUE
HSPA6	5.3434487943336	7.1277279873064e-26	2.64367431049194e-22	TRUE
STMN2	-12.0388484126399	8.24654451612388e-26	3.05864336103035e-22	TRUE
LINC02542	-1.59831671421162	1.43255110033859e-25	5.31333203115584e-22	TRUE
ENSG00000228541	-2.1019891629925	2.11774690664742e-25	7.85472327675528e-22	TRUE
ERI1	-4.05137034375585	2.292846161404e-25	8.50416641264744e-22	TRUE
LINC00923	-1.52748089546738	2.3430414419971e-25	8.69034070836726e-22	TRUE
LINC02609	7.93310321856657	2.68721732411672e-25	9.96688905514892e-22	TRUE
ENSG00000249328	3.90291843001938	2.7262399564449e-25	1.01116239984541e-21	TRUE
PPP1R3C	10.6732279714603	6.05047945840482e-25	2.24412283112235e-21	TRUE
LINC01266	-2.09134219972551	7.82602053278592e-25	2.9026710156103e-21	TRUE
CLEC2B	1.51920882145081	1.11767019343092e-24	4.14543874743528e-21	TRUE
LINC01605	-1.1896882928819	1.73566963022679e-24	6.43759865851115e-21	TRUE
NREP	-4.99373499198156	3.72166825453781e-24	1.38036675560807e-20	TRUE
HLA-C	-2.49835006113347	3.82788796428751e-24	1.41976364595424e-20	TRUE
ENSG00000257735	-6.3430897445494	5.1415044538156e-24	1.90698400192021e-20	TRUE
RELL1	-1.81046640837043	7.66314700316949e-24	2.84226122347556e-20	TRUE
ENSG00000283982	-3.60102704174397	1.54842197979063e-23	5.74309712304346e-20	TRUE
C16orf95	4.45461187350356	2.23544374931831e-23	8.29126086622161e-20	TRUE
MYO5B	-4.03670061142226	2.53159140376816e-23	9.38967251657612e-20	TRUE
S100A6	-6.91966041918617	3.45288942272297e-23	1.28067668688795e-19	TRUE
MAP2K6	1.24173753743313	3.47674875405953e-23	1.28952611288068e-19	TRUE
XACT	1.58025537894423	3.69897077022851e-23	1.37194825867775e-19	TRUE
ENSG00000226149	-1.82943598233761	4.80290479226698e-23	1.78139738745182e-19	TRUE
ENSG00000285679	-1.46437679412772	8.19223362665394e-23	3.03849945212595e-19	TRUE
LINC01807	-9.42278867178564	1.00522842079813e-22	3.72839221274028e-19	TRUE
IKZF3	-1.2609960167478	2.30014077419549e-22	8.53122213149106e-19	TRUE
SPATA9	7.82313308925193	2.41151033021246e-22	8.94429181475801e-19	TRUE
B3GAT2	6.84950612782942	4.6325134293294e-22	1.71819923093828e-18	TRUE
LINC01619	-1.76051388013915	4.69507465262449e-22	1.74140318865842e-18	TRUE
SOX4	1.4187752655702	5.70197750502001e-22	2.11486345661192e-18	TRUE
GNLY	5.76070059750732	1.33792998690954e-21	4.96238232144747e-18	TRUE
RUNX3	3.42834013586342	3.57618279460877e-21	1.32640619852039e-17	TRUE
EXPH5	-3.66102942915597	3.9459821026073e-21	1.46356476185705e-17	TRUE
NPY1R	-1.07741144493074	5.29769772695628e-21	1.96491608692808e-17	TRUE
DOCK7-DT	-8.01187924683522	8.75063170979679e-21	3.24560930116363e-17	TRUE
LINC02608	6.8128769714864	1.70491917780572e-20	6.32354523048143e-17	TRUE
MGAM	7.01054589449065	4.13449210490025e-20	1.5334831217075e-16	TRUE
RTN4RL1	2.51732104091943	4.21446722670555e-20	1.56314589438509e-16	TRUE
ENSG00000250842	-1.04403639097446	4.46368216498021e-20	1.65557971499116e-16	TRUE
HMGA1	-1.33610012681819	5.8332683064987e-20	2.16355921488037e-16	TRUE
DSEL-AS1	-1.58275671428988	8.06405299166634e-20	2.99095725460905e-16	TRUE
CGNL1	-1.8885382622983	1.08566729719158e-19	4.02674000528357e-16	TRUE
STOM	-1.76815471962311	1.17111230924622e-19	4.34365555499423e-16	TRUE
ENSG00000225339	-4.97576642135919	1.24736536448956e-19	4.62647813689178e-16	TRUE
PLAC8	7.02616753617002	1.25525291140439e-19	4.65573304839889e-16	TRUE
CDR2	-3.03893393557013	1.46934993018962e-19	5.44981889107329e-16	TRUE
CDH23	-3.12566377964449	1.98648938982567e-19	7.36788914686341e-16	TRUE
MT-ND3	-3.97458410683607	2.20981635400644e-19	8.1962088570099e-16	TRUE
HMGCS1	2.66227579986616	6.6060340723724e-19	2.45017803744292e-15	TRUE
FOSL2	6.37777948174545	6.77136978790669e-19	2.51150105433459e-15	TRUE
CASS4	-1.41294833880685	9.38899946456049e-19	3.48237990140549e-15	TRUE
LINC02664	-6.02993194708399	1.03599337870875e-18	3.84249944163075e-15	TRUE
ENSG00000247134	6.32361932680357	1.15711281082777e-18	4.29173141536019e-15	TRUE
APCDD1L-DT	-8.49923256631132	1.16423722774737e-18	4.31815587771501e-15	TRUE
TTC39C	-6.20152327270474	1.60096795630366e-18	5.93799014993027e-15	TRUE
ARHGAP20	-3.28140026727645	2.14583113737553e-18	7.95888768852586e-15	TRUE
GUCY1A1	-1.27726431372339	3.14668734533165e-18	1.16710633638351e-14	TRUE
NHS	-8.74692668059993	3.79636308518199e-18	1.408071068294e-14	TRUE
PIK3IP1-DT	-5.65858731559087	5.01147105386573e-18	1.8587546138788e-14	TRUE
MS4A4E	-2.36903399262629	5.41962690730838e-18	2.01013961992068e-14	TRUE
VCL	-1.38485101486499	6.49098445288147e-18	2.40750613357374e-14	TRUE
SLIT3	6.12195526305886	6.76959972629052e-18	2.51084453848115e-14	TRUE
CFAP20DC-AS1	-1.34519375666644	7.67826251572818e-18	2.84786756708358e-14	TRUE
ENSG00000228113	-11.6126674289492	7.91176874025697e-18	2.93447502576131e-14	TRUE
ADAMTS18	-1.55530665894918	8.70710029860301e-18	3.22946350075186e-14	TRUE
ANKRD29	-4.28617962973756	9.0252690587966e-18	3.34747229390766e-14	TRUE
TLR7	-1.05669081606453	1.25313174277416e-17	4.64786563394937e-14	TRUE
FHIP1A	-3.74352209869997	1.25313390410394e-17	4.6478736503215e-14	TRUE
MT-ND1	-3.19534208703981	1.29099637457074e-17	4.78830555328288e-14	TRUE
PLXNA4	5.69929856198898	1.45406739205441e-17	5.39313595712981e-14	TRUE
YWHAB	-1.06837857121927	1.54306385369687e-17	5.72322383336168e-14	TRUE
NOD1	-1.12769640135551	1.737488096661e-17	6.44434335051565e-14	TRUE
PHYHD1	-3.07151747910764	1.86554487517356e-17	6.91930594201874e-14	TRUE
ENSG00000237813	-4.68503491188689	2.21473236721176e-17	8.2144423499884e-14	TRUE
CALM3	-6.08434285266424	2.33567345343218e-17	8.66301283877995e-14	TRUE
TNFSF13B	-4.8479661916676	2.99193777076936e-17	1.10970971917836e-13	TRUE
LINC02397	-1.09803916142507	3.04522656950499e-17	1.1294745346294e-13	TRUE
LIX1-AS1	3.89472024363305	3.08128014611447e-17	1.14284680619386e-13	TRUE
LINC03000	-1.26196037947814	3.98992520714982e-17	1.47986325933187e-13	TRUE
RND3	15.8065713766093	5.16185947271909e-17	1.91453367843151e-13	TRUE
COL26A1	-1.31594415780935	6.33127146969988e-17	2.34826858811168e-13	TRUE
ENSG00000235450	-10.5192866994611	6.59474664596261e-17	2.44599153098753e-13	TRUE
NME8	1.28502467987824	8.56629539895906e-17	3.17723896347391e-13	TRUE
P2RY14	-2.41351899896198	9.29073465666451e-17	3.44593348415687e-13	TRUE
MALRD1	-5.72337791684211	1.00755178796429e-16	3.73700958155956e-13	TRUE
BTG1-DT	-1.16207909833567	1.01928394613936e-16	3.7805241562309e-13	TRUE
ICA1	-4.58440001324638	1.19839344479225e-16	4.44484128673444e-13	TRUE
ENSG00000231918	-1.98118452981757	1.56226476336117e-16	5.7944400073066e-13	TRUE
HERC2P3	-6.94015411296043	1.62644993652827e-16	6.03250281458334e-13	TRUE
ENSG00000288088	15.3656762006313	3.12332728497537e-16	1.15844208999737e-12	TRUE
DUSP10	6.62340268432066	4.19762335373288e-16	1.55689850189952e-12	TRUE
ENSG00000234147	2.90914788675799	4.39245438672577e-16	1.62916133203659e-12	TRUE
C4orf19	-4.31471271804908	4.49318147991375e-16	1.66652101090001e-12	TRUE
PRKX	-7.43461032735202	4.51870980674316e-16	1.67598946732104e-12	TRUE
ITGA6	-1.80780203117883	4.7282147755531e-16	1.75369486025264e-12	TRUE
SV2B	-4.56862823666755	4.91934978610904e-16	1.82458683566784e-12	TRUE
KIAA0040	-3.82067481188041	5.03196415671322e-16	1.86635550572493e-12	TRUE
RNF175	2.0645647890838	5.44652501639687e-16	2.0201161285816e-12	TRUE
CDKN2B-AS1	-1.0707800820873	6.56152597258973e-16	2.43366998323353e-12	TRUE
SPOPL-DT	-3.56244045860328	8.49933335511155e-16	3.15240274141087e-12	TRUE
LAMC1	-3.93112289087885	8.83992822167753e-16	3.2787293774202e-12	TRUE
VPS13A	-4.57506205024305	1.36747393757867e-15	5.07196083447928e-12	TRUE
IKBIP	-1.21824454383984	1.39053241775304e-15	5.15748473744604e-12	TRUE
FAM110B	-6.8557564952241	1.50331405901811e-15	5.57579184489815e-12	TRUE
ANKRD7	-1.51090126240632	1.71797935040792e-15	6.37198541066299e-12	TRUE
DIAPH1	-4.80770450228765	1.99568929061662e-15	7.40201157889704e-12	TRUE
ENSG00000249061	-4.94836380106643	2.72015243577767e-15	1.00890453842994e-11	TRUE
ENSG00000286340	-11.5393510228425	2.7962201314725e-15	1.03711804676315e-11	TRUE
ENSG00000286153	3.5887710841708	4.15427925113424e-15	1.54082217424569e-11	TRUE
PPFIBP2	-1.78044425235466	4.2931434369113e-15	1.5923269007504e-11	TRUE
DNM1	-1.61619058817279	4.5596968205776e-15	1.69119155075223e-11	TRUE
EPSTI1	1.30479584759717	5.00401319472122e-15	1.8559884939221e-11	TRUE
ZNF516	-6.19996439553807	5.0867214959074e-15	1.88666500283205e-11	TRUE
ZBTB46	-3.38893823552809	5.11459131653164e-15	1.89700191930159e-11	TRUE
CLEC1A	-1.19302822506566	6.09031073186929e-15	2.25889625045032e-11	TRUE
RALGPS2	-5.69590541938981	6.68096428944221e-15	2.47796965495412e-11	TRUE
HLA-A	-1.70457802161417	8.03643227912628e-15	2.98071273232794e-11	TRUE
PLXNA2	-3.20838395910777	9.45486317649361e-15	3.50680875216148e-11	TRUE
NFATC1	-2.90612986879128	1.37931369732816e-14	5.11587450339016e-11	TRUE
LIPC	-1.25624138821843	1.42454027081235e-14	5.283619864443e-11	TRUE
SLC18B1	-2.79313035817506	1.67349113530652e-14	6.20697862085189e-11	TRUE
PLS1	1.35371504314442	1.69153207112177e-14	6.27389245179064e-11	TRUE
BTG2	3.07659555984411	1.9132669826332e-14	7.09630723858655e-11	TRUE
ADAMTS17	-9.23446235116261	1.92353299096589e-14	7.13438386349248e-11	TRUE
ADAM7-AS1	-2.38350783332237	2.49862491733156e-14	9.26739981838277e-11	TRUE
CYSLTR1	1.1774664226849	4.26904463164703e-14	1.58338865387788e-10	TRUE
ENSG00000286072	-2.91610484033142	4.89645019535964e-14	1.81609337745889e-10	TRUE
HLA-B	-1.73005217745438	6.67590961671267e-14	2.47609487683873e-10	TRUE
CTSV	-8.06184934861537	7.14627929744524e-14	2.65055499142244e-10	TRUE
PITPNM2	-2.27954403535337	8.76160887725593e-14	3.24968073257422e-10	TRUE
MCUB	4.9938602275209	9.42496141072674e-14	3.49571818723855e-10	TRUE
DDB2	-1.42517279596531	1.06788144346511e-13	3.96077227381209e-10	TRUE
FGD6	-6.69737745749723	1.24785421213409e-13	4.62829127280533e-10	TRUE
MIR31HG	-2.00094956031285	1.4727002809271e-13	5.46224534195862e-10	TRUE
CD99	-2.46220784604017	1.52695370852306e-13	5.66347130491202e-10	TRUE
SDC2	-2.67341770974427	1.9456320402993e-13	7.2163492374701e-10	TRUE
SLC39A8	9.12120482696381	2.01695367940158e-13	7.48088119690046e-10	TRUE
MAGI3	-5.98913312851528	2.1016151412532e-13	7.79489055890812e-10	TRUE
GPAT3	-1.01085098655129	2.25824365216884e-13	8.37582570589423e-10	TRUE
SELENOP	-4.45400491523581	2.36493241011166e-13	8.77153430910413e-10	TRUE
MT-ATP6	-5.37542017442568	2.38930510016662e-13	8.86193261651798e-10	TRUE
LINC01572	2.54188094507919	2.7155917061247e-13	1.00721296380165e-09	TRUE
CEBPD	-1.79971313947918	3.0231756556234e-13	1.12129585067072e-09	TRUE
ANO6	-2.96474073506187	3.31388997965552e-13	1.22912179345423e-09	TRUE
NYAP2	-10.8289706256886	3.63199037853881e-13	1.34710523140004e-09	TRUE
ARMH1	3.09913070180147	3.65051620946005e-13	1.35397646208873e-09	TRUE
NLRC5	-4.10399070031521	4.02066785196353e-13	1.49126570629327e-09	TRUE
PCLO	-6.9545272811718	4.47272853757886e-13	1.658935014588e-09	TRUE
CFAP161	-1.55161731921352	4.49545714321234e-13	1.66736505441746e-09	TRUE
ATP10A	-1.09796248204449	4.68141530715475e-13	1.7363369374237e-09	TRUE
PALMD	-3.11350885218485	4.85030977880305e-13	1.79897989695805e-09	TRUE
SYCP2L	1.10053233851766	4.87492087464268e-13	1.80810815240497e-09	TRUE
CEMIP2	7.28214347324062	7.15208387576879e-13	2.65270790952264e-09	TRUE
BASP1	-4.48357534735552	7.40809120533424e-13	2.74766102805847e-09	TRUE
CAMK2B	-2.03080846972461	7.52054261506143e-13	2.78936925592629e-09	TRUE
CERS6	-3.72212820743869	9.51738249596912e-13	3.52999716775495e-09	TRUE
PCBP3	3.49943619160407	1.06226906904126e-12	3.93995597707402e-09	TRUE
TUBA1C	-1.34108051968462	1.62060988944423e-12	6.01084207994864e-09	TRUE
JPH1	-2.45389658325819	1.71124397656562e-12	6.34700390908188e-09	TRUE
CACNG8	-4.60009867336768	1.94569995905624e-12	7.2166011481396e-09	TRUE
ENSG00000254092	-2.16820721355917	2.05412701463477e-12	7.61875709728035e-09	TRUE
ENSG00000258603	2.32373541564549	2.12618900878882e-12	7.88603503359775e-09	TRUE
CALCRL-AS1	-1.13649969312692	2.5007098117467e-12	9.27513269176852e-09	TRUE
ANGPTL4	6.68608666032324	2.58810238270102e-12	9.59927173743807e-09	TRUE
PTPRM	-2.85469604488008	2.96862503256143e-12	1.10106302457703e-08	TRUE
RFPL1S	-4.58896172300811	3.07202070360866e-12	1.13941247896845e-08	TRUE
CLCN5	-1.42090632189483	3.08706261771347e-12	1.14499152490992e-08	TRUE
NOTCH4	5.86914419966981	3.1174066405002e-12	1.15624612296152e-08	TRUE
ENSG00000236451	4.59917692895413	8.44923627253098e-12	3.13382173348174e-08	TRUE
MT-CYB	-3.89030789800721	8.82147402291963e-12	3.27188471510089e-08	TRUE
ENSG00000285572	-1.44509085118542	8.86371445222482e-12	3.28755169033019e-08	TRUE
MFSD4B	-3.13148461511177	9.20976519901607e-12	3.41590191231506e-08	TRUE
ENSG00000229618	-8.01631317358085	9.94181997490121e-12	3.68742102869086e-08	TRUE
RFC3	-3.78269712997531	1.0085290409278e-11	3.7406342128012e-08	TRUE
TMSB10	-2.57515521537284	1.0378342545346e-11	3.84932725006883e-08	TRUE
SH3GL2	5.89017031975474	1.09374253028673e-11	4.05669104483346e-08	TRUE
TMEM182	1.019777197501	1.35481953190239e-11	5.02502564382595e-08	TRUE
NEDD4	-1.82262210746292	1.38078290429875e-11	5.12132379204406e-08	TRUE
GALNT14	-1.93418808347223	1.40723339786997e-11	5.21942867269971e-08	TRUE
TMEM140	3.52938557087273	1.56182585409499e-11	5.79281209283831e-08	TRUE
CLSTN2	-4.37214554840422	2.4205294901413e-11	8.97774387893409e-08	TRUE
HK2	1.14007150301484	2.94626603292744e-11	1.09277007161279e-07	TRUE
LINC01924	-8.98416375610029	3.05837743529419e-11	1.13435219075061e-07	TRUE
FBN2	-1.44359296930116	3.13055613453814e-11	1.1611232703002e-07	TRUE
FAM107A	-1.72584981710373	3.31065539485668e-11	1.22792208595234e-07	TRUE
HSPA5	8.22195040126691	4.25473232975911e-11	1.57808022110765e-07	TRUE
HLA-E	-1.4949906601308	4.45640674141207e-11	1.65288126038974e-07	TRUE
CDH12	-11.2030929989328	4.45640674141207e-11	1.65288126038974e-07	TRUE
KCNE4	-1.79170365996696	5.23868272008162e-11	1.94302742087827e-07	TRUE
AVEN	1.6980593951043	6.32683987525478e-11	2.346624909732e-07	TRUE
HELB	-1.24163915982307	8.06567269327286e-11	2.99155800193491e-07	TRUE
ENSG00000233290	-4.19569858616928	9.20667387339529e-11	3.41475533964231e-07	TRUE
STAT1	-3.47369051534858	9.46172638142772e-11	3.50935431487154e-07	TRUE
PEBP4	-5.00296277553315	9.81257674422908e-11	3.63948471443457e-07	TRUE
IQCJ	-2.02907389897265	1.06491066728989e-10	3.94975366497819e-07	TRUE
ANO10	-1.73443265215624	1.07951481310328e-10	4.00392044180005e-07	TRUE
AK4	11.8450658033275	1.20361320703083e-10	4.46420138487734e-07	TRUE
MRTFB	-1.84841911944989	1.7896910608035e-10	6.63796414452017e-07	TRUE
ZNF124	-1.78015881039248	1.88020434682734e-10	6.9736779223826e-07	TRUE
IGF1	-1.25160383569605	1.93144273889579e-10	7.16372111856448e-07	TRUE
SLC2A1	2.09843342481781	2.40422507047934e-10	8.91727078640788e-07	TRUE
ELK3	-2.36138118417668	3.08363485770839e-10	1.14372016872404e-06	TRUE
SQOR	-1.2969976736103	3.09732626318398e-10	1.14879831101494e-06	TRUE
RBMS1	-1.77612040889256	3.13877242644005e-10	1.16417069296661e-06	TRUE
LINC00937	4.26338265653951	4.64702938149774e-10	1.72358319759751e-06	TRUE
CALB2	5.70742401702049	6.50626523234895e-10	2.41317377467823e-06	TRUE
SMAD3	-3.70841511273366	6.82518704467963e-10	2.53146187487168e-06	TRUE
NXN	-2.73659382001819	7.159335094133e-10	2.65539738641393e-06	TRUE
ENSG00000288560	-2.69293110948921	7.94472625371394e-10	2.9466989675025e-06	TRUE
IL12RB2	6.61018256629054	8.11861556068769e-10	3.01119451145907e-06	TRUE
PTAFR	-1.36556161421608	8.77592340206431e-10	3.25498998982565e-06	TRUE
MACROD2	-6.58991812880227	1.21191617858051e-09	4.4949971063551e-06	TRUE
MAN1A1	2.31236259071956	1.25417494210967e-09	4.65173486028478e-06	TRUE
CD14	-2.61912186588928	1.27037871168802e-09	4.71183464165087e-06	TRUE
LINC02762	-6.42691743037497	1.35457963756861e-09	5.02413587574199e-06	TRUE
GNPTAB	-1.73339293877329	1.59973873244117e-09	5.93343095862431e-06	TRUE
PLA2R1	-1.16422746311767	1.94477267450383e-09	7.21316184973471e-06	TRUE
KYNU	1.02354712368824	2.04609611393351e-09	7.58897048657938e-06	TRUE
SP140	1.24919886735435	2.06347778156835e-09	7.653439091837e-06	TRUE
IQCH	4.55990663361535	3.24917494574720e-09	1.20511898737763e-05	TRUE
DHRS3	-1.58352137816875	3.40192641102015e-09	1.26177450584737e-05	TRUE
CADPS2	-3.05587715746965	3.4304373080334e-09	1.27234919754959e-05	TRUE
PDE4DIPP4	-2.95123963713685	3.72866489923713e-09	1.38296181112705e-05	TRUE
GEM	6.92192614871308	3.75985353280808e-09	1.39452967531852e-05	TRUE
GNG12-AS1	-6.5119034292828	5.68796190261684e-09	2.10966506968059e-05	TRUE
LOXL3	1.00240646856082	6.62171244165945e-09	2.45599314461149e-05	TRUE
KLHL6	-1.96036065287484	6.84228082866815e-09	2.53780195935302e-05	TRUE
CYTH3	-1.75999406132471	8.53049621548817e-09	3.16396104632456e-05	TRUE
ENSG00000291130	5.94576982527872	8.74135321393437e-09	3.24216790704826e-05	TRUE
HPCAL1	1.70940898536436	1.18927563190095e-08	4.41102331872061e-05	TRUE
TAF3	-2.03671785707175	1.28389056484008e-08	4.76195010499187e-05	TRUE
PRLR	4.0245188234953	1.35824521480504e-08	5.03773150171188e-05	TRUE
HDX	2.59671902462389	1.36920323615273e-08	5.07837480289047e-05	TRUE
RIPOR2	-7.94522703170789	1.40823680035482e-08	5.22315029251602e-05	TRUE
ENSG00000230333	-1.24684405483624	1.47768042676888e-08	5.48071670288576e-05	TRUE
ENSG00000239498	-2.55705375274293	1.82627456729604e-08	6.77365237010102e-05	TRUE
NR3C2	-1.64543702954297	2.14951327639274e-08	7.97254474214068e-05	TRUE
NKD1	-1.93203090761202	2.42054294128941e-08	8.97779376924243e-05	TRUE
ENSG00000288771	-1.11730709240792	2.65051576028278e-08	9.83076295488884e-05	TRUE
SST	-3.80053985133677	2.68203246929647e-08	9.94765842862061e-05	TRUE
FRMD3	-1.46435949856042	2.81177747886176e-08	0.000104288826690983	TRUE
HHAT	1.09339656516644	3.28974092007346e-08	0.000122016490725525	TRUE
