Astrocytes.AD	Astrocytes.CTL	Excitatory.Neurons.AD	Excitatory.Neurons.CTL	Inhibitory.Neurons.AD	Inhibitory.Neurons.CTL	Microglia.AD	Microglia.CTL	Oligodendrocyte.precursor.AD	Oligodendrocyte.precursor.CTL	Oligodendrocytes.AD	Oligodendrocytes.CTL
CLIC2	5.42662070679989	52.2440480366435	0.0548194404035563	85.1705312939463	1.89623185013061	438.541226109005	356.721635310323	693.698556195482	1.49219862606136	1.12421177276327	-0.333572078330956	-0.0419633264017706
ENSG00000229618	0.571697594645937	2.0950933776184	5111.4470215837	509.609769491985	0.571355778744347	228.013538476357	1.53080094483211	397.035705410515	571.472403143502	95.2468315567375	0.0554495194190757	-0.0451686230234363
RND3	3.71491462022336	191.452162200629	82.4792626477674	103.846794522434	241.500234172153	184.867123962338	117.500938796004	-0.00530272696338032	0.295461017128828	0.1170498816513	-0.107039272238621	0.0152002553380706
PRDM6	17.8571284303839	366.920116678399	15.0922894094571	433.521629701984	78.1820277325786	1.77496222814474	76.62415882252	0.886252590669625	51.9930907307608	204.766929348426	-0.189368907671736	-0.0406832173404281
PKIB	7.12213760693502	322.716321832099	20.8801643678789	125.063803195571	84.1722439853544	122.200314135962	179.72322403906	108.083293405578	8.75070562213347	113.70179868046	0.0388231733977862	-0.0743357259428245
HLA-C	0.594631268949211	1.79478914304982	4.92222444017849	5.39031196846427	-0.174411447991195	-0.196184212651175	415.720914579743	2348.99262783324	27.5098829418925	7.45171919935291	3250.68662233853	25158.0811664157
LINC02822	6.15196387143811	19.2941553960403	1078.85547532587	155.610937000165	-0.0768782797257583	0.873979636499666	0.518154062039434	0.00432930250606595	0.950556197535097	2.55306100346475	0.0396718585849886	0.0267056387156163
ESR1	1.21870000684295	213.924670334067	1.59392493538915	0.985517693508514	0.0718112607363534	-0.148341148416637	4255.88594685122	2766.9197549533	303.885959441718	222.607436296576	-0.119107203185385	8.62110961879215
ENSG00000258077	0.623006329445876	406.443170748486	18.8083750490089	214.573366754843	1.05780167915251	211.300055193485	0.120051630671988	-0.0709809241945572	1210.32269770017	320.720359419245	-0.0220646986276277	-0.0554497378858159
MRC2	2.2379870585798	56.5793288262033	170.140055617043	65.5744799317485	39.0480268285145	-0.103512288151178	1021.34595908235	3402.55777525093	2.91206324993385	52.3876079861281	-0.366583612420534	-0.160430796622358
ENSG00000262198	365.758701280193	951.660048696913	0.191687889081617	-0.0259420142326391	0.324516970660801	-0.0986280760902418	410.934143854912	1115.09585666007	6.68344141478646	0.106897328620449	0.0270407568178274	0.0362900463025496
ADAMTS16	1.27397592821449	51.6872796228968	1509.622080325	152.456398649859	-0.113241572524679	-0.0958359355552774	0.267766555212036	0.976355140651437	0.275644955826067	0.403134942083844	-0.0342846999504969	-0.0329504310186822
THSD4	0.555091880109172	407.202448305497	230.569723082328	279.776973326252	160.480284105759	791.959615547717	0.0628586883394936	-0.0889745218447891	0.0549281107251643	31.9032484146231	-0.0570124902685985	-0.0641622712639986
LINC01151	1.46834556070622	167.963737343457	192.974678075976	252.817308702424	55.3974410076184	3.8549005515054	-0.0354801961487404	-0.031668422899665	69.1672334901381	112.389197470486	-0.0238857103460816	-0.0102865272320014
CTSV	0.377641631987187	5.80271402921053	76.8011920824094	66.10737304028	38.8948526658524	551.879739167067	0.00258143191740631	1.40659660003387	12.9426284526548	88.1659239016052	-0.0725256239909918	-0.081998075874206
