ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0050890	cognition	27/545	317/18870	5.88104337845756e-07	0.000118365490396023	0.000103492742249047	FOS/GPR158/DOP1B/PRKAR1B/GRIN1/HTR2A/FGF13/CNR1/EPHB2/NETO1/JPH4/C5AR1/SORCS3/PTCHD1/SLC1A1/GRIN2B/PLCB1/KIT/SHROOM4/MME/BTG2/GRIA1/MAP1A/SLC8A3/SLC24A2/PRKAR2B/CAMK4	27
GO:0010977	negative regulation of neuron projection development	17/545	140/18870	6.16389813351954e-07	0.000118365490396023	0.000103492742249047	STMN2/FSTL4/DCC/FGF13/PTPN9/PRAG1/LRRK2/MAP2/EPHB2/RTN4RL1/KIAA0319/PTPRG/SPOCK1/SEMA6A/LPAR1/PTPRO/PAQR3	17
GO:0010469	regulation of signaling receptor activity	15/545	110/18870	6.30060679582022e-07	0.000118365490396023	0.000103492742249047	OPRM1/CBL/EDN1/DLGAP2/PRKCD/CACNG8/EPHB2/NETO1/SHISA9/DAPK1/PPARG/DLGAP1/GSG1L/SERPINE1/ERRFI1	15
GO:0046847	filopodium assembly	12/545	70/18870	6.90840763028103e-07	0.000120462448068811	0.000105326214988534	MYO3B/GAP43/FMNL3/PRKCD/PLPPR5/FGD4/EPHB2/DAAM2/GPM6A/FNBP1L/TENM2/RIPOR2	12
GO:0008016	regulation of heart contraction	21/545	208/18870	6.99515788447005e-07	0.000120462448068811	0.000105326214988534	TMIGD3/CLIC2/NOS1/ATP1A3/TACR3/EDN1/FGF13/ADRA1B/PKP2/SCN1B/RGS4/CELF2/THRB/HEY2/SLC1A1/CACNB2/KCND2/CHRM2/KCND3/CTNNA3/SLC8A3	21
GO:0001508	action potential	17/545	146/18870	1.11964082640843e-06	0.000180469527164834	0.000157793341591268	SCN11A/KCNQ3/KCNAB2/FGF13/PKP2/SCN1B/CNR1/SCN8A/KCNB1/KCNC2/CACNB2/KCND2/HCN1/KCND3/CTNNA3/KCNH7/GRIA1	17
GO:0003012	muscle system process	33/545	452/18870	1.14119213553539e-06	0.000180469527164834	0.000157793341591268	BDKRB2/SCN11A/CLIC2/NOS1/TACR3/PTAFR/NR4A1/EDN1/CAMK2B/KCNB2/HTR2A/FGF13/ADRA1B/PKP2/SCN1B/RGS4/PRKD1/KCNMA1/SORBS2/HEY2/PPARG/MIR17HG/CACNB2/KIT/KCND2/ACTA2/CHRM2/NR4A3/KCND3/CTNNA3/NPNT/MEIS1/SLC8A3	33
GO:0071868	cellular response to monoamine stimulus	13/545	87/18870	1.22263410612517e-06	0.000180469527164834	0.000157793341591268	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/PRKD1/ARRB2/SLC1A1/NSG2/CHRM2/NR4A3	13
GO:0071870	cellular response to catecholamine stimulus	13/545	87/18870	1.22263410612517e-06	0.000180469527164834	0.000157793341591268	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/PRKD1/ARRB2/SLC1A1/NSG2/CHRM2/NR4A3	13
GO:0007215	glutamate receptor signaling pathway	10/545	50/18870	1.35102000053375e-06	0.000192543643524345	0.000168350332552899	TRPM1/GRIN1/KCNB1/GRID2/SLC1A1/GRIN2B/PLCB1/PLP1/GRM3/GRIA1	10
GO:0051489	regulation of filopodium assembly	10/545	51/18870	1.63752845474325e-06	0.000225596836781796	0.000197250357373108	MYO3B/GAP43/PRKCD/PLPPR5/EPHB2/DAAM2/GPM6A/FNBP1L/TENM2/RIPOR2	10
GO:0071867	response to monoamine	13/545	90/18870	1.81443661675116e-06	0.000234345829282267	0.000204900029779827	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/PRKD1/ARRB2/SLC1A1/NSG2/CHRM2/NR4A3	13
GO:0071869	response to catecholamine	13/545	90/18870	1.81443661675116e-06	0.000234345829282267	0.000204900029779827	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/PRKD1/ARRB2/SLC1A1/NSG2/CHRM2/NR4A3	13
GO:0006814	sodium ion transport	22/545	248/18870	3.35809420792589e-06	0.000420575859435081	0.000367730061110353	SCN11A/NOS1/ATP1A3/EDN1/SLC38A11/FGF13/PKP2/WNK2/SCN1B/SLC4A10/SCN8A/HECW1/NETO1/SLC17A7/CNTN1/ASIC2/CNKSR3/SLC38A1/HCN1/SLC6A15/SLC8A3/SLC24A2	22
GO:0048168	regulation of neuronal synaptic plasticity	10/545	56/18870	4.00877775250212e-06	0.000487302307385037	0.000426072260815473	CAMK2A/CAMK2B/GRIN1/SLC4A10/EPHB2/NETO1/SHISA9/MCTP1/GRIN2B/KIT	10
GO:0007611	learning or memory	23/545	274/18870	5.1199138033609e-06	0.00060458867855116	0.000528621476298886	FOS/PRKAR1B/GRIN1/HTR2A/FGF13/CNR1/EPHB2/NETO1/JPH4/SORCS3/PTCHD1/SLC1A1/GRIN2B/PLCB1/KIT/MME/BTG2/GRIA1/MAP1A/SLC8A3/SLC24A2/PRKAR2B/CAMK4	23
GO:0051932	synaptic transmission, GABAergic	10/545	58/18870	5.57813514334197e-06	0.000640400904095343	0.000559933858102134	PLCL2/GABRB2/GABRG3/CNR1/PLCL1/GABRA2/GABRB3/SLC38A1/CNTNAP4/GABRA4	10
GO:0014075	response to amine	9/545	47/18870	6.70283534818493e-06	0.000748724824163468	0.000654646763878204	NR4A1/EDN1/RGS7/RGS4/NQO1/CPS1/SLC1A1/KCNC2/GRIA1	9
GO:1903351	cellular response to dopamine	11/545	73/18870	7.42166028243332e-06	0.000807203209139392	0.000705777278382094	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/ARRB2/SLC1A1/NSG2/CHRM2	11
GO:0099601	regulation of neurotransmitter receptor activity	9/545	48/18870	8.04055802851934e-06	0.000835799715587084	0.000730780603769522	OPRM1/DLGAP2/CACNG8/EPHB2/NETO1/SHISA9/DAPK1/DLGAP1/GSG1L	9
GO:0097553	calcium ion transmembrane import into cytosol	19/545	205/18870	8.28990052883388e-06	0.000835799715587084	0.000730780603769522	TRPM1/SCN11A/JPH1/CLIC2/NOS1/GRIN1/HTR2A/PLCB4/HTR2C/SCN8A/PRKD1/NALF1/JPH4/CACNA1B/GRIN2B/PLCB1/DIAPH1/SLC8A3/SLC24A2	19
GO:0060047	heart contraction	21/545	243/18870	8.38734263346547e-06	0.000835799715587084	0.000730780603769522	TMIGD3/CLIC2/NOS1/ATP1A3/TACR3/EDN1/FGF13/ADRA1B/PKP2/SCN1B/RGS4/CELF2/THRB/HEY2/SLC1A1/CACNB2/KCND2/CHRM2/KCND3/CTNNA3/SLC8A3	21
GO:1903350	response to dopamine	11/545	74/18870	8.49348852036234e-06	0.000835799715587084	0.000730780603769522	HTR2A/HTR2C/CHRM5/HTR1F/GNG2/RGS4/LRRK2/ARRB2/SLC1A1/NSG2/CHRM2	11
GO:0098815	modulation of excitatory postsynaptic potential	9/545	49/18870	9.60011154669564e-06	0.000922727000523095	0.000806785384083381	PRKAR1B/GRIN1/CELF4/RGS4/LRRK2/NETO1/TMEM108/GRIN2B/SLC8A3	9
GO:0090257	regulation of muscle system process	21/545	247/18870	1.07773651250852e-05	0.00101233750140857	0.000885136231445396	CLIC2/NOS1/TACR3/PTAFR/NR4A1/EDN1/CAMK2B/KCNB2/FGF13/ADRA1B/PKP2/RGS4/PRKD1/PPARG/MIR17HG/KIT/CHRM2/NR4A3/CTNNA3/NPNT/SLC8A3	21
GO:0003018	vascular process in circulatory system	22/545	269/18870	1.23575621704333e-05	0.00113497343223113	0.0009923628287976	BDKRB2/NOS1/SLC2A3/EDN1/ABCG2/HTR2A/ADRA1B/ITGA1/SLC7A1/SH3GL2/CPS1/KCNMA1/LRP2/SLC1A1/ASIC2/SLC16A12/SLC38A1/ACTA2/BMP6/SLCO3A1/SLC7A5/SLC44A1	22
GO:0050803	regulation of synapse structure or activity	21/545	250/18870	1.29560247928725e-05	0.0011640706623683	0.00101780396141719	PLXNC1/GPR158/LINGO2/IL1RAPL2/CAMK2B/PAK3/LRP8/LRRK2/EPHB2/SLC17A7/FARP1/LRFN2/GRID2/CBLN2/LRFN5/ASIC2/GPM6A/GRIN2B/PTPRO/NRP2/PTPRD	21
GO:0031346	positive regulation of cell projection organization	26/545	355/18870	1.48137150654753e-05	0.00130266136948105	0.00113898060066689	MYO3B/PLXNC1/EPHA3/STMN2/CAMK2B/SKIL/LRP8/SCN1B/CNR1/PLPPR5/NTRK3/PRKD1/PLXNA2/EPHB2/ENPP2/CNTN1/DSCAM/GPM6A/FNBP1L/TENM2/KIT/GRIP1/TRPC5/RIPOR2/PTPRD/PLXNA4	26
GO:0006821	chloride transport	14/545	125/18870	1.54187718448804e-05	0.00132762050072689	0.00116080359086567	CLIC2/OCA2/GABRB2/GABRG3/SLC4A10/ANO1/SLC17A7/SLC1A1/GABRB1/GABRA2/GABRB3/KCNT2/GABRA4/GLRA3	14
GO:1902476	chloride transmembrane transport	13/545	110/18870	1.73045490681965e-05	0.00144507043833914	0.00126349582049951	CLIC2/OCA2/GABRB2/GABRG3/ANO1/SLC17A7/SLC1A1/GABRB1/GABRA2/GABRB3/KCNT2/GABRA4/GLRA3	13
GO:0003015	heart process	21/545	255/18870	1.74821006331858e-05	0.00144507043833914	0.00126349582049951	TMIGD3/CLIC2/NOS1/ATP1A3/TACR3/EDN1/FGF13/ADRA1B/PKP2/SCN1B/RGS4/CELF2/THRB/HEY2/SLC1A1/CACNB2/KCND2/CHRM2/KCND3/CTNNA3/SLC8A3	21
GO:0048588	developmental cell growth	20/545	239/18870	2.19031589793813e-05	0.00177501482474084	0.00155198234832231	SLIT3/EDN1/FSTL4/DCC/FGF13/RGS4/SH3GL2/DCLK1/UNC13A/MAP2/PRICKLE1/SORBS2/TMEM108/DSCAM/KIAA0319/SEMA6A/TRPC5/MEIS1/NRP2/PLXNA4	20
GO:0010765	positive regulation of sodium ion transport	7/545	32/18870	2.89734139133804e-05	0.00230076856673888	0.0020116745806193	NOS1/FGF13/PKP2/WNK2/SCN1B/CNTN1/CNKSR3	7
GO:0050807	regulation of synapse organization	20/545	244/18870	2.95041698613987e-05	0.00230076856673888	0.0020116745806193	PLXNC1/GPR158/LINGO2/IL1RAPL2/CAMK2B/PAK3/LRP8/LRRK2/EPHB2/FARP1/LRFN2/GRID2/CBLN2/LRFN5/ASIC2/GPM6A/GRIN2B/PTPRO/NRP2/PTPRD	20
GO:0007612	learning	15/545	150/18870	3.01923033060982e-05	0.00231082943637229	0.00202047129141979	FOS/GRIN1/FGF13/EPHB2/NETO1/JPH4/SORCS3/SLC1A1/PLCB1/KIT/BTG2/MAP1A/SLC8A3/SLC24A2/PRKAR2B	15
GO:0006936	muscle contraction	25/545	351/18870	3.42829339588086e-05	0.00257620665548647	0.00225250358431751	BDKRB2/SCN11A/CLIC2/NOS1/TACR3/PTAFR/NR4A1/EDN1/KCNB2/HTR2A/FGF13/ADRA1B/PKP2/SCN1B/PRKD1/KCNMA1/CACNB2/KIT/KCND2/ACTA2/CHRM2/KCND3/CTNNA3/NPNT/SLC8A3	25
GO:0006937	regulation of muscle contraction	16/545	170/18870	3.50689787037245e-05	0.00258821587468738	0.00226300383251666	CLIC2/NOS1/TACR3/PTAFR/NR4A1/EDN1/KCNB2/FGF13/ADRA1B/PKP2/PRKD1/KIT/CHRM2/CTNNA3/NPNT/SLC8A3	16
GO:0010959	regulation of metal ion transport	27/545	398/18870	3.93880996280372e-05	0.00282309242883661	0.00246836790102667	JPH1/CLIC2/KCNAB2/NOS1/CAMK2A/ATP2C2/CAMK2B/CABP1/GRIN1/HTR2A/FGF13/PKP2/WNK2/SCN1B/RGS7/RGS4/PRKD1/HECW1/NETO1/EPB41/CNTN1/JPH4/CNKSR3/KCNC2/CACNB2/PLP1/DIAPH1	27
GO:0051960	regulation of nervous system development	30/545	466/18870	3.96175564656481e-05	0.00282309242883661	0.00246836790102667	PLXNC1/OPRM1/LINGO2/CAMK2B/FSTL4/DCC/CDON/FGF13/SKIL/LRP8/PLXNA2/MAP2/EPHB2/DAAM2/LRP2/HEY2/GRID2/DSCAM/CBLN2/KIAA0319/ASIC2/KIT/MAN2A1/SEMA6A/MME/BTG2/TRPC5/SLC7A5/PTPRD/PLXNA4	30
GO:0007411	axon guidance	19/545	233/18870	4.97854552433978e-05	0.00340458196333205	0.00297679266497355	PLXNC1/GAP43/SLIT3/EPHA3/EDN1/DCC/CNTN4/SCN1B/PLXNA2/EPHB2/UNC5D/CNTN1/DSCAM/EPHA5/CNTN5/SEMA6A/PTPRO/NRP2/PLXNA4	19
GO:0097485	neuron projection guidance	19/545	233/18870	4.97854552433978e-05	0.00340458196333205	0.00297679266497355	PLXNC1/GAP43/SLIT3/EPHA3/EDN1/DCC/CNTN4/SCN1B/PLXNA2/EPHB2/UNC5D/CNTN1/DSCAM/EPHA5/CNTN5/SEMA6A/PTPRO/NRP2/PLXNA4	19
GO:0021954	central nervous system neuron development	11/545	89/18870	5.02490926114819e-05	0.00340458196333205	0.00297679266497355	DCC/SCN1B/SLC4A10/DCLK1/MAP2/EPHB2/AGBL4/GABRB1/BTG2/NRP2/PLXNA4	11
GO:0007613	memory	13/545	123/18870	5.69963100469149e-05	0.00379944757135321	0.00332204299475482	HTR2A/FGF13/CNR1/NETO1/SORCS3/PTCHD1/SLC1A1/PLCB1/GRIA1/MAP1A/SLC8A3/SLC24A2/CAMK4	13
GO:0060079	excitatory postsynaptic potential	12/545	107/18870	6.1138610404676e-05	0.00401088693337343	0.00350691477893488	PRKAR1B/GRIN1/CELF4/RGS4/LRRK2/NETO1/GRID2/TMEM108/ARRB2/GRIN2B/SLC8A3/GLRA3	12
GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	5/545	16/18870	6.61753919944151e-05	0.00427348273613934	0.00373651514336886	PLXNC1/EDN1/PLXNA2/NRP2/PLXNA4	5
GO:0035725	sodium ion transmembrane transport	16/545	180/18870	7.00332692830652e-05	0.0044530384914909	0.00389350952953462	SCN11A/NOS1/ATP1A3/FGF13/WNK2/SCN1B/SLC4A10/SCN8A/HECW1/NETO1/SLC17A7/ASIC2/HCN1/SLC6A15/SLC8A3/SLC24A2	16
GO:0050767	regulation of neurogenesis	26/545	390/18870	7.27625186554927e-05	0.00452547398798087	0.00395684342983644	PLXNC1/OPRM1/CAMK2B/FSTL4/DCC/CDON/FGF13/SKIL/LRP8/PLXNA2/MAP2/EPHB2/DAAM2/LRP2/HEY2/DSCAM/KIAA0319/KIT/MAN2A1/SEMA6A/MME/BTG2/TRPC5/SLC7A5/PTPRD/PLXNA4	26
GO:0006939	smooth muscle contraction	12/545	109/18870	7.33623898366122e-05	0.00452547398798087	0.00395684342983644	BDKRB2/SCN11A/TACR3/PTAFR/EDN1/KCNB2/HTR2A/KCNMA1/KIT/ACTA2/CHRM2/NPNT	12
GO:0021953	central nervous system neuron differentiation	16/545	181/18870	7.48195744495127e-05	0.004547489723527	0.00397609286509562	DCC/SCN1B/SLC4A10/DCLK1/KNDC1/MAP2/EPHB2/MDGA2/GRID2/AGBL4/GABRB1/CHD5/SPOCK1/BTG2/NRP2/PLXNA4	16
GO:0098656	monoatomic anion transmembrane transport	14/545	147/18870	9.39889072726136e-05	0.00562979932982191	0.00492240913298066	CLIC2/OCA2/GABRB2/GABRG3/SLC4A10/ANO1/SLC17A7/SLC1A1/GABRB1/GABRA2/GABRB3/KCNT2/GABRA4/GLRA3	14
GO:0010460	positive regulation of heart rate	6/545	27/18870	9.96302526486901e-05	0.00588245477424337	0.00514331815553313	TACR3/EDN1/ADRA1B/RGS4/HEY2/SLC1A1	6
GO:0055074	calcium ion homeostasis	23/545	331/18870	0.000101608367176555	0.00591475185268596	0.00517155707215885	CDH23/JPH1/CLIC2/NOS1/ATP2C2/EDN1/MCUB/GRIN1/HTR2A/PLCB4/HTR2C/CNR1/PRKD1/TMTC2/JPH4/TMTC4/PLCB1/CACNB2/TRPC5/DIAPH1/GRIA1/SLC8A3/SLC24A2	23
GO:0022604	regulation of cell morphogenesis	19/545	247/18870	0.000108607021401506	0.00618860650506877	0.00541100159993406	PLXNC1/CAMK2B/FMNL3/GAS2/PRAG1/LRP8/MYH9/UNC13A/PLXNA2/ATP10A/FGD4/EPHB2/ENPP2/KIT/GRIP1/LPAR1/DIAPH1/PTPRD/PLXNA4	19
GO:0098661	inorganic anion transmembrane transport	13/545	131/18870	0.000109307591306562	0.00618860650506877	0.00541100159993406	CLIC2/OCA2/GABRB2/GABRG3/ANO1/SLC17A7/SLC1A1/GABRB1/GABRA2/GABRB3/KCNT2/GABRA4/GLRA3	13
GO:0099172	presynapse organization	8/545	52/18870	0.000113011780871546	0.00625769098777975	0.00547140554485664	IL1RAPL2/SDCBP/FARP1/C5AR1/CBLN2/LRFN5/CNTN5/PTPRD	8
GO:0051962	positive regulation of nervous system development	21/545	290/18870	0.000113555970017779	0.00625769098777975	0.00547140554485664	PLXNC1/OPRM1/LINGO2/CAMK2B/CDON/SKIL/LRP8/PLXNA2/EPHB2/LRP2/GRID2/DSCAM/CBLN2/ASIC2/KIT/MAN2A1/MME/TRPC5/SLC7A5/PTPRD/PLXNA4	21
GO:0015698	inorganic anion transport	15/545	169/18870	0.000119010953601382	0.00647200356887514	0.00565878952511833	CLIC2/OCA2/CEBPB/GABRB2/GABRG3/SLC4A10/ANO1/SLC17A7/SLC1A1/GABRB1/GABRA2/GABRB3/KCNT2/GABRA4/GLRA3	15
GO:0099565	chemical synaptic transmission, postsynaptic	12/545	115/18870	0.000123472368980652	0.00662741949346796	0.00579467727560597	PRKAR1B/GRIN1/CELF4/RGS4/LRRK2/NETO1/GRID2/TMEM108/ARRB2/GRIN2B/SLC8A3/GLRA3	12
GO:0098917	retrograde trans-synaptic signaling	4/545	10/18870	0.000125815369591631	0.0066535945622577	0.00581756341951958	NOS1/CNR1/FARP1/PLCB1	4
GO:0032409	regulation of transporter activity	20/545	271/18870	0.000127179765404877	0.0066535945622577	0.00581756341951958	JPH1/CLIC2/OPRM1/NOS1/EDN1/CABP1/FGF13/WNK2/SCN1B/PRKCD/CACNG8/EPHB2/HECW1/NETO1/SHISA9/DAPK1/JPH4/PPARG/GSG1L/CACNB2	20
