ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0032412	regulation of monoatomic ion transmembrane transporter activity	11/295	231/18870	0.00106893282099299	0.0963135880248554	0.0833219429697099	HOMER1/NOS1AP/CALM3/JPH1/CACNG8/NEDD4/KCNE4/FGF13/STIM1/AHNAK/CACNA1D	11
GO:0042100	B cell proliferation	7/295	104/18870	0.0012400287770473	0.108936528063605	0.0942421870555949	TNFRSF21/GPR183/IKZF3/FOSL2/TNFSF13B/PRLR/AHR	7
GO:1902895	positive regulation of miRNA transcription	5/295	52/18870	0.00128644714485924	0.109719207413139	0.0949192915583216	ETS1/MRTFB/SMAD3/FGF2/EGR1	5
GO:0007162	negative regulation of cell adhesion	13/295	312/18870	0.00132519537698972	0.109719207413139	0.0949192915583216	JAG1/SERPINE1/TNFRSF21/RUNX3/ADAMTS18/PLXNA4/PLXNA2/NOTCH4/FAM107A/LOXL3/RIPOR2/VEGFA/FGL1	13
GO:0070588	calcium ion transmembrane transport	14/295	352/18870	0.00136155119882863	0.109719207413139	0.0949192915583216	LHCGR/NOS1AP/SLC24A4/CALM3/DIAPH1/MCUB/ANO6/JPH1/CACNG8/ANXA2/FGF2/STIM1/AHNAK/CACNA1D	14
GO:0001822	kidney development	13/295	314/18870	0.00140312409230603	0.109719207413139	0.0949192915583216	KANK2/JAG1/CDKN1C/SOX4/PRKX/BASP1/STAT1/SMAD3/GLI2/HS3ST3A1/FGF2/EGR1/VEGFA	13
GO:0022898	regulation of transmembrane transporter activity	11/295	239/18870	0.00140505530267252	0.109719207413139	0.0949192915583216	HOMER1/NOS1AP/CALM3/JPH1/CACNG8/NEDD4/KCNE4/FGF13/STIM1/AHNAK/CACNA1D	11
GO:1904062	regulation of monoatomic cation transmembrane transport	13/295	315/18870	0.00144349537195142	0.11027049428342	0.0953962158854854	LHCGR/HOMER1/NOS1AP/CALM3/DIAPH1/ANO6/JPH1/NEDD4/KCNE4/FGF13/STIM1/AHNAK/CACNA1D	13
GO:0019883	antigen processing and presentation of endogenous antigen	4/295	32/18870	0.00149041625042074	0.111432397956989	0.0964013915165754	HLA-C/HLA-A/HLA-B/HLA-E	4
GO:0050873	brown fat cell differentiation	5/295	54/18870	0.0015262059781803	0.111730995985949	0.0966597119514188	RGS2/PLAC8/DUSP10/ZNF516/DHRS7B	5
GO:0030198	extracellular matrix organization	13/295	321/18870	0.00170652483281302	0.114188254657024	0.0987855134198502	COL15A1/ABI3BP/SERPINH1/ADAMTS18/LAMC1/ADAMTS17/CTSV/SLC39A8/SMAD3/LOXL3/ANXA2/ADAMTSL1/COL28A1	13
GO:0043062	extracellular structure organization	13/295	322/18870	0.00175399839933792	0.114188254657024	0.0987855134198502	COL15A1/ABI3BP/SERPINH1/ADAMTS18/LAMC1/ADAMTS17/CTSV/SLC39A8/SMAD3/LOXL3/ANXA2/ADAMTSL1/COL28A1	13
GO:0031214	biomineral tissue development	9/295	175/18870	0.00177425690834447	0.114188254657024	0.0987855134198502	ENPP1/SLC24A4/FOSL2/ANO6/FBN2/IGF1/SMAD3/WLS/STIM1	9
GO:0030857	negative regulation of epithelial cell differentiation	5/295	56/18870	0.0017973021914324	0.114188254657024	0.0987855134198502	JAG1/NOTCH4/STAT1/ZEB1/VEGFA	5
GO:0045229	external encapsulating structure organization	13/295	323/18870	0.00180255993410009	0.114188254657024	0.0987855134198502	COL15A1/ABI3BP/SERPINH1/ADAMTS18/LAMC1/ADAMTS17/CTSV/SLC39A8/SMAD3/LOXL3/ANXA2/ADAMTSL1/COL28A1	13
GO:0016045	detection of bacterium	3/295	16/18870	0.00182120376335765	0.114188254657024	0.0987855134198502	NOD1/HLA-A/HLA-B	3
GO:0048532	anatomical structure arrangement	3/295	16/18870	0.00182120376335765	0.114188254657024	0.0987855134198502	PLXNA4/HSPA5/NRP2	3
GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	3/295	16/18870	0.00182120376335765	0.114188254657024	0.0987855134198502	PLXNA4/PLXNA2/NRP2	3
GO:0072001	renal system development	13/295	324/18870	0.00185222837662219	0.114188254657024	0.0987855134198502	KANK2/JAG1/CDKN1C/SOX4/PRKX/BASP1/STAT1/SMAD3/GLI2/HS3ST3A1/FGF2/EGR1/VEGFA	13
GO:0038066	p38MAPK cascade	5/295	57/18870	0.00194533561713381	0.116901451615719	0.10113272991229	RELL1/MAP2K6/DUSP10/VEGFA/ULK4	5
GO:0050678	regulation of epithelial cell proliferation	15/295	407/18870	0.00196277337658721	0.116901451615719	0.10113272991229	JAG1/EGFL7/CDKN1C/RUNX3/DUSP10/LAMC1/PTPRM/STAT1/IGF1/SMAD3/ZEB1/NRP2/FGF2/VEGFA/FLT1	15
GO:0002707	negative regulation of lymphocyte mediated immunity	5/295	58/18870	0.00210208724033217	0.118190262231481	0.102247694133097	CD96/HLA-A/HLA-B/HLA-E/AHR	5
GO:0010975	regulation of neuron projection development	16/295	453/18870	0.00215935127319428	0.118190262231481	0.102247694133097	SLIT1/RGS2/ELAVL4/STMN2/RTN4RL1/PLXNA4/ITGA6/PLXNA2/SDC2/CAMK2B/NEDD4/MFSD2A/FGF13/VEGFA/ULK4/PTPN9	16
GO:0060192	negative regulation of lipase activity	3/295	17/18870	0.00218604358743505	0.118190262231481	0.102247694133097	RGS2/ANGPTL4/PLA2R1	3
GO:0060644	mammary gland epithelial cell differentiation	3/295	17/18870	0.00218604358743505	0.118190262231481	0.102247694133097	PRLR/FGF2/ID2	3
GO:1903729	regulation of plasma membrane organization	3/295	17/18870	0.00218604358743505	0.118190262231481	0.102247694133097	ATP10A/ANXA2/AHNAK	3
GO:0034765	regulation of monoatomic ion transmembrane transport	16/295	454/18870	0.00220736826060738	0.118190262231481	0.102247694133097	LHCGR/HOMER1/NOS1AP/STOM/CALM3/DIAPH1/ANO6/JPH1/CACNG8/NEDD4/KCNE4/HCN1/FGF13/STIM1/AHNAK/CACNA1D	16
GO:0016049	cell growth	17/295	497/18870	0.0022198512542054	0.118190262231481	0.102247694133097	SLIT1/ENPP1/NET1/RGS2/VCL/SLIT3/PLXNA4/SH3GL2/FAM107A/IGF1/SMAD3/MFSD2A/NRP2/BST2/PRR5/FGF13/VEGFA	17
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	4/295	36/18870	0.00232482118023611	0.119897890829112	0.103724982390581	HLA-C/HLA-A/HLA-B/HLA-E	4
GO:0010810	regulation of cell-substrate adhesion	10/295	220/18870	0.00250561593870231	0.119897890829112	0.103724982390581	JAG1/SERPINE1/ABI3BP/CASS4/VCL/COL26A1/ITGA6/FAM107A/SMAD3/VEGFA	10
GO:0072073	kidney epithelium development	8/295	150/18870	0.00251813792381009	0.119897890829112	0.103724982390581	KANK2/JAG1/BASP1/STAT1/SMAD3/HS3ST3A1/FGF2/VEGFA	8
GO:0070306	lens fiber cell differentiation	4/295	37/18870	0.00257496780014854	0.119897890829112	0.103724982390581	CDKN1C/SMAD3/FGF2/TMOD1	4
GO:0045766	positive regulation of angiogenesis	9/295	185/18870	0.002586958021408	0.119897890829112	0.103724982390581	ETS1/SERPINE1/CYSLTR1/ANGPTL4/HK2/FGF2/STIM1/VEGFA/FLT1	9
GO:1904018	positive regulation of vasculature development	9/295	185/18870	0.002586958021408	0.119897890829112	0.103724982390581	ETS1/SERPINE1/CYSLTR1/ANGPTL4/HK2/FGF2/STIM1/VEGFA/FLT1	9
GO:0007159	leukocyte cell-cell adhesion	15/295	419/18870	0.00258985919878333	0.119897890829112	0.103724982390581	ETS1/TNFRSF21/SOX4/RUNX3/TNFSF13B/DUSP10/HLA-A/SLC39A8/HLA-E/IGF1/PTAFR/LOXL3/RIPOR2/GLI2/FGL1	15
GO:0042692	muscle cell differentiation	15/295	419/18870	0.00258985919878333	0.119897890829112	0.103724982390581	RGS2/HOMER1/PRDM6/UCHL1/CDON/LAMC1/NFATC1/TMEM182/MRTFB/IGF1/RIPOR2/ZEB1/ID2/TMOD1/VEGFA	15
GO:0002693	positive regulation of cellular extravasation	3/295	18/18870	0.00259312455976452	0.119897890829112	0.103724982390581	CD99/PTAFR/RIPOR2	3
GO:0090036	regulation of protein kinase C signaling	3/295	18/18870	0.00259312455976452	0.119897890829112	0.103724982390581	SEZ6L/VEGFA/ULK4	3
GO:0002088	lens development in camera-type eye	6/295	89/18870	0.00272368087178267	0.122969546513776	0.106382305464393	CDKN1C/CDON/NHS/SMAD3/FGF2/TMOD1	6
GO:0032731	positive regulation of interleukin-1 beta production	5/295	62/18870	0.00282224121372748	0.122969546513776	0.106382305464393	NOD1/SMAD3/EGR1/TMEM106A/LPL	5
GO:0042060	wound healing	15/295	423/18870	0.00283256165767266	0.122969546513776	0.106382305464393	SERPINE1/VWF/VCL/ADAMTS18/NFATC1/ANO6/NOTCH4/IGF1/ELK3/SMAD3/ANXA2/FGF2/AHNAK/VEGFA/FGL1	15
GO:0060563	neuroepithelial cell differentiation	4/295	38/18870	0.00284297997086482	0.122969546513776	0.106382305464393	JAG1/SERPINE1/SOX4/FGF2	4
GO:0051960	regulation of nervous system development	16/295	466/18870	0.00285656353339913	0.122969546513776	0.106382305464393	SLIT1/TNFRSF21/CDON/PLXNA4/DUSP10/PLXNA2/BTG2/CYSLTR1/CAMK2B/CLSTN2/ANXA2/FGF13/FGF2/ID2/VEGFA/TYMP	16
GO:1903037	regulation of leukocyte cell-cell adhesion	14/295	382/18870	0.00288668946168873	0.122969546513776	0.106382305464393	ETS1/TNFRSF21/SOX4/RUNX3/TNFSF13B/DUSP10/HLA-A/HLA-E/IGF1/PTAFR/LOXL3/RIPOR2/GLI2/FGL1	14
GO:0006935	chemotaxis	16/295	468/18870	0.00297879451338837	0.122969546513776	0.106382305464393	SLIT1/SERPINE1/GPR183/SLIT3/PLXNA4/CYSLTR1/ANO6/SMAD3/PTAFR/RIPOR2/NRP2/FGF2/RALA/VEGFA/TYMP/FLT1	16
GO:0002931	response to ischemia	5/295	63/18870	0.00302706407799214	0.122969546513776	0.106382305464393	UCHL1/MAP2K6/HK2/RNLS/EGR1	5
GO:0040014	regulation of multicellular organism growth	5/295	63/18870	0.00302706407799214	0.122969546513776	0.106382305464393	NPY1R/PLAC8/FOSL2/PLS1/MFSD2A	5
GO:0098543	detection of other organism	3/295	19/18870	0.00304399718347761	0.122969546513776	0.106382305464393	NOD1/HLA-A/HLA-B	3
GO:0045824	negative regulation of innate immune response	6/295	91/18870	0.00304449361032968	0.122969546513776	0.106382305464393	CD96/DUSP10/HLA-A/HLA-B/NLRC5/HLA-E	6
GO:0042330	taxis	16/295	470/18870	0.00310532830496469	0.124001405268704	0.107274977807871	SLIT1/SERPINE1/GPR183/SLIT3/PLXNA4/CYSLTR1/ANO6/SMAD3/PTAFR/RIPOR2/NRP2/FGF2/RALA/VEGFA/TYMP/FLT1	16
GO:2000630	positive regulation of miRNA metabolic process	5/295	64/18870	0.00324240078870846	0.125655955819441	0.108706347663945	ETS1/MRTFB/SMAD3/FGF2/EGR1	5
GO:0001916	positive regulation of T cell mediated cytotoxicity	4/295	40/18870	0.00343503433711213	0.125655955819441	0.108706347663945	HLA-C/HLA-A/HLA-B/HLA-E	4
GO:0009595	detection of biotic stimulus	4/295	40/18870	0.00343503433711213	0.125655955819441	0.108706347663945	DACH1/NOD1/HLA-A/HLA-B	4
GO:0032507	maintenance of protein location in cell	5/295	65/18870	0.00346855128170707	0.125655955819441	0.108706347663945	VPS13A/TMSB10/HK2/HSPA5/TAF3	5
GO:0072666	establishment of protein localization to vacuole	5/295	65/18870	0.00346855128170707	0.125655955819441	0.108706347663945	LHCGR/VPS13A/CACNG8/NEDD4/GNPTAB	5
GO:0009135	purine nucleoside diphosphate metabolic process	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	MAGI3/AK4/LRGUK	3
GO:0009179	purine ribonucleoside diphosphate metabolic process	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	MAGI3/AK4/LRGUK	3
GO:0045953	negative regulation of natural killer cell mediated cytotoxicity	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	HLA-A/HLA-B/HLA-E	3
GO:0060749	mammary gland alveolus development	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	PRLR/ID2/VEGFA	3
GO:0061377	mammary gland lobule development	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	PRLR/ID2/VEGFA	3
GO:1904862	inhibitory synapse assembly	3/295	20/18870	0.00354010803247715	0.125655955819441	0.108706347663945	CLSTN2/FGF13/GABRG2	3
GO:0008643	carbohydrate transport	8/295	159/18870	0.00359980092040256	0.126497004342946	0.109433947980238	ENPP1/PLS1/MFSD4B/HK2/IGF1/SLC2A1/MFSD2A/SLC2A3	8
GO:0032409	regulation of transporter activity	11/295	271/18870	0.00372111322558206	0.12861115499002	0.11126292292819	HOMER1/NOS1AP/CALM3/JPH1/CACNG8/NEDD4/KCNE4/FGF13/STIM1/AHNAK/CACNA1D	11
GO:0031952	regulation of protein autophosphorylation	4/295	41/18870	0.00376027098876867	0.12861115499002	0.11126292292819	ENPP1/CALM3/PRLR/VEGFA	4
GO:0007044	cell-substrate junction assembly	6/295	95/18870	0.00376976350710643	0.12861115499002	0.11126292292819	VCL/ITGA6/LAMC1/FAM107A/SMAD3/VEGFA	6
GO:0046683	response to organophosphorus	7/295	127/18870	0.0038540310780112	0.129963265934799	0.112432648958961	ENPP1/TLR7/RFC3/STAT1/PTAFR/HCN1/AHR	7
GO:0032102	negative regulation of response to external stimulus	16/295	481/18870	0.00388336451996411	0.129963265934799	0.112432648958961	SLIT1/CD96/SERPINE1/RTN4RL1/ADAMTS18/DUSP10/HLA-A/HLA-B/SLC39A8/NLRC5/HLA-E/IGF1/SMAD3/ANXA2/FGF2/AHR	16
GO:0050808	synapse organization	16/295	483/18870	0.00404072605331791	0.1339538806732	0.115884973604589	SLIT1/GAP43/HOMER1/NOS1AP/IL1RAPL2/PLXNA4/PPFIBP2/PCLO/CAMK2B/NEDD4/CLSTN2/NRP2/SEZ6L/FGF13/GABRG2/C1QA	16
GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	3/295	21/18870	0.00408280329541457	0.134083839066232	0.115997402037947	RUNX3/HLA-A/HLA-E	3
GO:0010959	regulation of metal ion transport	14/295	398/18870	0.0041526208692409	0.134661220413402	0.116496900983706	LHCGR/HOMER1/NOS1AP/CALM3/DIAPH1/ANO6/CAMK2B/JPH1/NEDD4/KCNE4/FGF13/STIM1/AHNAK/CACNA1D	14
GO:1903035	negative regulation of response to wounding	6/295	97/18870	0.00417702704184997	0.134661220413402	0.116496900983706	SERPINE1/RTN4RL1/ADAMTS18/SMAD3/ANXA2/FGF2	6
GO:0051651	maintenance of location in cell	10/295	237/18870	0.00425449435533005	0.135911756042089	0.117578753092758	LHCGR/CALM3/VPS13A/DIAPH1/JPH1/TMSB10/HK2/HSPA5/TAF3/FGF2	10
GO:0050864	regulation of B cell activation	7/295	130/18870	0.0043804739946907	0.13867554610219	0.119969738232971	TNFRSF21/GPR183/IKZF3/TNFSF13B/PRLR/ID2/AHR	7
GO:0007626	locomotory behavior	9/295	201/18870	0.0044737956742506	0.139064185164371	0.12030595415472	ELAVL4/UCHL1/NPY1R/CDH23/VPS13A/SELENOP/ID2/EGR1/TMOD1	9
GO:0007160	cell-matrix adhesion	10/295	239/18870	0.00451147328080201	0.139064185164371	0.12030595415472	JAG1/CD96/SERPINE1/SIGLEC1/VCL/ITGA6/FAM107A/SMAD3/VEGFA/FGL1	10
GO:0048588	developmental cell growth	10/295	239/18870	0.00451147328080201	0.139064185164371	0.12030595415472	SLIT1/RGS2/VCL/SLIT3/PLXNA4/SH3GL2/IGF1/NRP2/FGF13/VEGFA	10
GO:0048485	sympathetic nervous system development	3/295	22/18870	0.00467333222444033	0.14280077771029	0.123538521411292	SOX4/PLXNA4/NRP2	3
GO:1902893	regulation of miRNA transcription	5/295	70/18870	0.00477196532346168	0.14455763919521	0.125058401580375	ETS1/MRTFB/SMAD3/FGF2/EGR1	5
GO:0021762	substantia nigra development	4/295	44/18870	0.00485977896636171	0.145170643795787	0.125588718593965	CALM3/BASP1/HSPA5/FGF2	4
GO:0030879	mammary gland development	7/295	133/18870	0.00495954612940394	0.145170643795787	0.125588718593965	NOTCH4/HK2/PRLR/GLI2/FGF2/ID2/VEGFA	7
GO:0048593	camera-type eye morphogenesis	7/295	133/18870	0.00495954612940394	0.145170643795787	0.125588718593965	JAG1/CDON/PTPRM/MFSD2A/ZEB1/HCN1/VEGFA	7
GO:0030900	forebrain development	14/295	407/18870	0.00504299148078155	0.145170643795787	0.125588718593965	SLIT1/ELAVL4/CDON/RTN4RL1/PLXNA4/BTG2/SLC2A1/MFSD2A/ZEB1/NRP2/GLI2/FGF13/FGF2/ID2	14
GO:0048002	antigen processing and presentation of peptide antigen	5/295	71/18870	0.00506925729545804	0.145170643795787	0.125588718593965	HLA-C/HLA-A/HLA-B/CTSV/HLA-E	5
GO:0061614	miRNA transcription	5/295	71/18870	0.00506925729545804	0.145170643795787	0.125588718593965	ETS1/MRTFB/SMAD3/FGF2/EGR1	5
GO:0022408	negative regulation of cell-cell adhesion	9/295	205/18870	0.00508138565363741	0.145170643795787	0.125588718593965	JAG1/TNFRSF21/RUNX3/ADAMTS18/NOTCH4/LOXL3/RIPOR2/VEGFA/FGL1	9
GO:0003012	muscle system process	15/295	452/18870	0.00521308857568518	0.145410350204955	0.125796091241623	RGS2/HOMER1/NOS1AP/MAP2K6/GUCY1A1/CALM3/NFATC1/CAMK2B/KCNE4/IGF1/SMAD3/PTAFR/FGF13/TMOD1/CACNA1D	15
GO:0042491	inner ear auditory receptor cell differentiation	4/295	45/18870	0.00526941865340686	0.145410350204955	0.125796091241623	JAG1/CDH23/PLS1/FGF2	4
GO:1900744	regulation of p38MAPK cascade	4/295	45/18870	0.00526941865340686	0.145410350204955	0.125796091241623	RELL1/DUSP10/VEGFA/ULK4	4
GO:0031290	retinal ganglion cell axon guidance	3/295	23/18870	0.00531285049097801	0.145410350204955	0.125796091241623	SLIT1/PTPRM/VEGFA	3
GO:0150115	cell-substrate junction organization	6/295	102/18870	0.00533670201230211	0.145410350204955	0.125796091241623	VCL/ITGA6/LAMC1/FAM107A/SMAD3/VEGFA	6
GO:0060411	cardiac septum morphogenesis	5/295	72/18870	0.00537943811230626	0.145410350204955	0.125796091241623	JAG1/SOX4/SLIT3/DHRS3/NRP2	5
GO:0071260	cellular response to mechanical stimulus	5/295	72/18870	0.00537943811230626	0.145410350204955	0.125796091241623	TLR7/SLC2A1/FGF2/TLR5/MAP3K1	5
GO:0001819	positive regulation of cytokine production	16/295	499/18870	0.00549771881734016	0.147473159726208	0.127580650417665	SERPINE1/TLR7/NOD1/HLA-A/HLA-E/STAT1/SMAD3/IL12RB2/PTAFR/CD14/PLA2R1/CD58/EGR1/TMEM106A/TLR5/LPL	16
