ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0071901	negative regulation of protein serine/threonine kinase activity	10/387	100/18870	3.93400917353408e-05	0.0102661988596862	0.008491616546025	PKIB/PTPN22/RGS2/IL1B/PRKCD/LATS2/LYN/PRKAR2B/APOE/PKIA	10
GO:0070665	positive regulation of leukocyte proliferation	13/387	166/18870	3.95150954708785e-05	0.0102661988596862	0.008491616546025	PTPN22/BST2/IL1B/NFATC2/TFRC/PRLR/SLC39A10/LYN/NCK2/KITLG/MEF2C/HLA-E/TNFSF13B	13
GO:0043062	extracellular structure organization	19/387	322/18870	4.01965334927111e-05	0.0102661988596862	0.008491616546025	ADAMTS16/THSD4/CTSV/ADAMTSL2/NPNT/CTSS/COL5A2/SULF1/COL24A1/LOXL3/TGFB1/GAS2/B4GALT1/ADAMTS18/SERPINH1/SLC39A8/COL11A1/SPOCK2/ADAMTS17	19
GO:0045229	external encapsulating structure organization	19/387	323/18870	4.1920101232524e-05	0.0102661988596862	0.008491616546025	ADAMTS16/THSD4/CTSV/ADAMTSL2/NPNT/CTSS/COL5A2/SULF1/COL24A1/LOXL3/TGFB1/GAS2/B4GALT1/ADAMTS18/SERPINH1/SLC39A8/COL11A1/SPOCK2/ADAMTS17	19
GO:0097529	myeloid leukocyte migration	16/387	242/18870	4.25130950950611e-05	0.0102661988596862	0.008491616546025	SPI1/FLT1/ROR2/IL1B/PTK2B/IL6R/EMP2/B4GALT1/IL17RA/LYN/ITGA9/KITLG/RIPOR2/EDN1/PLCB1/RIN3	16
GO:0003018	vascular process in circulatory system	17/387	269/18870	4.35845954159746e-05	0.0102661988596862	0.008491616546025	CLDN5/ABCG2/CPS1/RGS2/HTR2A/TGFB1/TFRC/EDNRA/SLC7A5/SH3GL2/SLC6A13/APOE/SLC16A2/EDN1/PIK3C2A/CYSLTR1/SLC1A4	17
GO:1901342	regulation of vasculature development	20/387	354/18870	4.66650153677231e-05	0.0102661988596862	0.008491616546025	CLDN5/HK2/TSPAN18/CHRNA7/SULF1/FLT1/IL1B/PTK2B/WARS2/CXCR4/ITGA5/EMP2/AQP1/ADAM12/ANGPT2/BMPER/PDE3B/STAT1/CYSLTR1/HIF1A	20
GO:0042326	negative regulation of phosphorylation	19/387	327/18870	4.94911793321458e-05	0.0102661988596862	0.008491616546025	PKIB/CHRNA7/PTPN22/RGS2/IL1B/TGFB1/PRKCD/LATS2/LYN/PARP14/NCK2/PRKAR2B/SH3GL2/APOE/WWTR1/PRKAG2/HGF/PKIA/UBASH3B	19
GO:0002761	regulation of myeloid leukocyte differentiation	11/387	124/18870	4.99069208599959e-05	0.0102661988596862	0.008491616546025	ROR2/CEBPB/TGFB1/CD4/LYN/CASP8/KITLG/CAMK4/ZFP36L1/ZBTB46/UBASH3B	11
GO:0006953	acute-phase response	7/387	48/18870	5.15630279240892e-05	0.0102661988596862	0.008491616546025	SERPINA3/IL1B/IL6R/CEBPB/TFRC/PLSCR1/A2M	7
GO:0045667	regulation of osteoblast differentiation	12/387	150/18870	6.33998781375734e-05	0.0120218245116103	0.00994377036052467	ID3/NPNT/TENT5A/CEBPD/IL6R/CEBPB/IGFBP5/SMAD6/LIMD1/MEF2C/WWTR1/HGF	12
GO:0050900	leukocyte migration	21/387	396/18870	7.53025457613067e-05	0.0127691439271633	0.0105619105310989	SPI1/FLT1/LRCH1/ROR2/IL1B/PTK2B/IL6R/CXCR4/EMP2/B4GALT1/IL17RA/LYN/ITGA9/LYVE1/KITLG/ITGAL/RIPOR2/EDN1/JAM2/PLCB1/RIN3	21
GO:0050864	regulation of B cell activation	11/387	130/18870	7.68829514910361e-05	0.0127691439271633	0.0105619105310989	SPI1/NFATC2/TGFB1/TFRC/PRLR/SLC39A10/LYN/ZFP36L2/MEF2C/ZFP36L1/TNFSF13B	11
GO:0033627	cell adhesion mediated by integrin	9/387	88/18870	8.01195358374086e-05	0.0127691439271633	0.0105619105310989	NPNT/SKAP1/ITGA5/LYN/NEXMIF/ITGA9/ITGBL1/PDE3B/ITGAL	9
GO:0051403	stress-activated MAPK cascade	15/387	230/18870	8.56670312284757e-05	0.0127691439271633	0.0105619105310989	SPI1/PTPN22/IL1B/PTK2B/NOD1/MAP2K6/MDFIC/GADD45B/RELL1/ARHGEF6/PLCB1/SH3RF3/HGF/ZFP36L1/ANKRD6	15
GO:0006469	negative regulation of protein kinase activity	13/387	179/18870	8.59463666488621e-05	0.0127691439271633	0.0105619105310989	PKIB/PTPN22/RGS2/IL1B/PRKCD/LATS2/LYN/PRKAR2B/APOE/WWTR1/PRKAG2/PKIA/UBASH3B	13
GO:0060252	positive regulation of glial cell proliferation	5/387	23/18870	8.77230029271485e-05	0.0127691439271633	0.0105619105310989	IL1B/ETV5/LYN/SLC7A5/CYSLTR1	5
GO:0001822	kidney development	18/387	314/18870	9.24069321585632e-05	0.0127691439271633	0.0105619105310989	ADAMTS16/ID3/NPNT/SULF1/IL6R/EDNRA/AQP1/SMAD6/CRLF1/SOX4/ANGPT2/BMPER/FREM2/STAT1/MEF2C/WWTR1/BICC1/PCSK5	18
GO:0070482	response to oxygen levels	19/387	343/18870	9.33787095934311e-05	0.0127691439271633	0.0105619105310989	HK2/CHRNA7/PTK2B/CXCR4/HILPDA/TGFB1/TFRC/EDNRA/AQP1/SOX4/LIMD1/SLC7A5/ANGPT2/EDN1/PDK3/CYSLTR1/EEF2K/ZFP36L1/HIF1A	19
GO:0036293	response to decreased oxygen levels	18/387	315/18870	9.62014861413612e-05	0.0127691439271633	0.0105619105310989	HK2/CHRNA7/PTK2B/CXCR4/HILPDA/TGFB1/TFRC/EDNRA/AQP1/SOX4/LIMD1/ANGPT2/EDN1/PDK3/CYSLTR1/EEF2K/ZFP36L1/HIF1A	18
GO:0045936	negative regulation of phosphate metabolic process	20/387	376/18870	0.000106808954860593	0.0132785279955945	0.0109832440979712	APOC1/PKIB/CHRNA7/PTPN22/RGS2/IL1B/TGFB1/PRKCD/LATS2/LYN/PARP14/NCK2/PRKAR2B/SH3GL2/APOE/WWTR1/PRKAG2/HGF/PKIA/UBASH3B	20
GO:0010563	negative regulation of phosphorus metabolic process	20/387	377/18870	0.000110709031268259	0.0132785279955945	0.0109832440979712	APOC1/PKIB/CHRNA7/PTPN22/RGS2/IL1B/TGFB1/PRKCD/LATS2/LYN/PARP14/NCK2/PRKAR2B/SH3GL2/APOE/WWTR1/PRKAG2/HGF/PKIA/UBASH3B	20
GO:0032496	response to lipopolysaccharide	19/387	348/18870	0.000112837075304429	0.0132785279955945	0.0109832440979712	SPI1/CPS1/CD96/PTPN22/IL1B/CD14/CEBPB/SMAD6/MGST2/LYN/CASP8/DIO2/SLC7A5/NQO1/IL12RB2/MEF2C/EDN1/VIM/GBP2	19
GO:1903510	mucopolysaccharide metabolic process	9/387	92/18870	0.000113377687556558	0.0132785279955945	0.0109832440979712	IL1B/CEMIP/TGFB1/EDNRA/NDST4/LYVE1/UST/ST3GAL1/CD44	9
GO:0003007	heart morphogenesis	16/387	264/18870	0.000118785698280355	0.0135144185872106	0.0111783593960671	CLDN5/NRP2/EMP2/TGFB1/EDNRA/TTN/SLIT3/SMAD6/CCDC40/SOX4/DHRS3/COL11A1/OLFM1/MEF2C/EDN1/HIF1A	16
GO:0045669	positive regulation of osteoblast differentiation	8/387	74/18870	0.000134717777767922	0.0139909407625183	0.0115725114716011	NPNT/TENT5A/CEBPD/IL6R/CEBPB/MEF2C/WWTR1/HGF	8
GO:0009612	response to mechanical stimulus	14/387	213/18870	0.000135066111369169	0.0139909407625183	0.0115725114716011	IL1B/PTK2B/CXCR4/HTR2A/TXNIP/TTN/AQP1/CASP8/COL11A1/ANGPT2/MAP3K14/STAT1/EDN1/TNFRSF10B	14
GO:0001503	ossification	22/387	444/18870	0.000136690834139878	0.0139909407625183	0.0115725114716011	MRC2/ID3/NPNT/COL5A2/TENT5A/CEBPD/ROR2/PTK2B/IL6R/CEBPB/IGFBP5/SMAD6/RFLNA/LIMD1/MAP2K6/DHRS3/COL11A1/PTH1R/MEF2C/WWTR1/HGF/HIF1A	22
GO:0072001	renal system development	18/387	324/18870	0.000137028299783579	0.0139909407625183	0.0115725114716011	ADAMTS16/ID3/NPNT/SULF1/IL6R/EDNRA/AQP1/SMAD6/CRLF1/SOX4/ANGPT2/BMPER/FREM2/STAT1/MEF2C/WWTR1/BICC1/PCSK5	18
GO:0003073	regulation of systemic arterial blood pressure	9/387	95/18870	0.000145303790373588	0.014427618882672	0.0119337068079729	ADAMTS16/CHRNA7/CORIN/EMP2/SLC2A5/EDN1/IER3/CTSZ/PCSK5	9
GO:0070302	regulation of stress-activated protein kinase signaling cascade	13/387	189/18870	0.000148551575637758	0.014427618882672	0.0119337068079729	SPI1/PTPN22/IL1B/PTK2B/NOD1/LYN/MDFIC/GADD45B/RELL1/PLCB1/SH3RF3/HGF/ANKRD6	13
GO:0060485	mesenchyme development	18/387	327/18870	0.000153671633271308	0.0145695343734845	0.01205109124075	NRP2/LOXL3/IL1B/EMP2/TGFB1/EDNRA/SLC39A10/SOX4/BNC2/OLFM1/KITLG/STAT1/MEF2C/WWTR1/EDN1/HGF/ZFP36L1/HIF1A	18
GO:0043086	negative regulation of catalytic activity	23/387	480/18870	0.000158353519678991	0.0146642724502731	0.0121294531964642	APOC1/PKIB/PTPN22/SERPINA3/RGS2/LRCH1/IL1B/SERPINB9/PRKCD/AQP1/LATS2/LYN/SERPINH1/PRKAR2B/CAMK2A/APOE/CD44/SPOCK2/WWTR1/PRKAG2/HGF/PKIA/UBASH3B	23
GO:0032102	negative regulation of response to external stimulus	23/387	481/18870	0.000163225941500008	0.0147719477057507	0.0122185160515197	CHRNA7/CD96/PTPN22/PROS1/SERPINB9/TGFB1/PRKCD/ADAMTS18/LYN/LRFN5/SLIT1/PARP14/NLRC5/SLC39A8/ANGPT2/A2M/APOE/EDN1/IER3/HLA-E/HGF/RIN3/UBASH3B	23
GO:0010038	response to metal ion	19/387	359/18870	0.000168686027041934	0.0149268391040218	0.0123466334178763	CPS1/CD14/PTK2B/NFATC2/JUN/TXNIP/TFRC/TTN/AQP1/CASP8/NQO1/SLC39A8/PLSCR1/MEF2C/EDN1/EEF2K/SLC30A10/CPNE8/HIF1A	19
GO:0033673	negative regulation of kinase activity	13/387	193/18870	0.000182862354289599	0.0154917593784116	0.0128139033796955	PKIB/PTPN22/RGS2/IL1B/PRKCD/LATS2/LYN/PRKAR2B/APOE/WWTR1/PRKAG2/PKIA/UBASH3B	13
GO:0003205	cardiac chamber development	12/387	168/18870	0.000186741449061717	0.0154917593784116	0.0128139033796955	NRP2/TGFB1/EDNRA/SLIT3/SMAD6/LMO4/SOX4/DHRS3/COL11A1/MEF2C/LUZP1/HIF1A	12
GO:0050731	positive regulation of peptidyl-tyrosine phosphorylation	12/387	168/18870	0.000186741449061717	0.0154917593784116	0.0128139033796955	PTK2B/IL6R/HTR2A/ITGA5/TGFB1/CD4/CRLF1/LYN/PARP14/KITLG/CD44/HGF	12
GO:0014009	glial cell proliferation	7/387	59/18870	0.000196924541711503	0.0157475737558973	0.0130254985017322	IL1B/PTK2B/ETV5/LYN/SOX4/SLC7A5/CYSLTR1	7
GO:0018108	peptidyl-tyrosine phosphorylation	16/387	276/18870	0.000197734477095646	0.0157475737558973	0.0130254985017322	FLT1/PTK2B/IL6R/HTR2A/ITGA5/TGFB1/CD4/PRKCD/PRLR/CRLF1/LYN/PARP14/KITLG/CD44/ALK/HGF	16
GO:0050671	positive regulation of lymphocyte proliferation	11/387	145/18870	0.0002037044978957	0.0159049276592289	0.0131556527123972	PTPN22/IL1B/NFATC2/TFRC/PRLR/SLC39A10/NCK2/KITLG/MEF2C/HLA-E/TNFSF13B	11
GO:0018212	peptidyl-tyrosine modification	16/387	278/18870	0.000214580849728449	0.0161316160378923	0.0133431564626517	FLT1/PTK2B/IL6R/HTR2A/ITGA5/TGFB1/CD4/PRKCD/PRLR/CRLF1/LYN/PARP14/KITLG/CD44/ALK/HGF	16
GO:0070371	ERK1 and ERK2 cascade	18/387	336/18870	0.000214710107988019	0.0161316160378923	0.0133431564626517	CHRNA7/PTPN22/NPNT/IL1B/PTK2B/HTR2A/NOD1/TGFB1/CD4/LYN/BMPER/ZFP36L2/APOE/CD44/EDN1/ZFP36L1/LMO3/SLC30A10	18
GO:0002237	response to molecule of bacterial origin	19/387	369/18870	0.000239206906230948	0.017321067176289	0.014327002879962	SPI1/CPS1/CD96/PTPN22/IL1B/CD14/CEBPB/SMAD6/MGST2/LYN/CASP8/DIO2/SLC7A5/NQO1/IL12RB2/MEF2C/EDN1/VIM/GBP2	19
GO:0070304	positive regulation of stress-activated protein kinase signaling cascade	10/387	124/18870	0.000240207642250636	0.017321067176289	0.014327002879962	SPI1/IL1B/PTK2B/NOD1/LYN/GADD45B/RELL1/PLCB1/SH3RF3/ANKRD6	10
GO:0032946	positive regulation of mononuclear cell proliferation	11/387	148/18870	0.000243591100419935	0.017321067176289	0.014327002879962	PTPN22/IL1B/NFATC2/TFRC/PRLR/SLC39A10/NCK2/KITLG/MEF2C/HLA-E/TNFSF13B	11
GO:0003151	outflow tract morphogenesis	8/387	81/18870	0.000253886360799701	0.0177364120825335	0.0146705525935783	CLDN5/NRP2/EDNRA/SMAD6/DHRS3/MEF2C/EDN1/HIF1A	8
GO:0030214	hyaluronan catabolic process	4/387	16/18870	0.000260727142688772	0.0177765682165447	0.0147037674666442	CEMIP/TGFB1/LYVE1/CD44	4
GO:0001819	positive regulation of cytokine production	23/387	499/18870	0.000276804832202343	0.0177765682165447	0.0147037674666442	PTPN22/SULF1/IL1B/CD14/IL6R/CEBPB/NOD1/ZC3HAV1/HILPDA/TGFB1/CD4/IL17RA/CASP8/SLC7A5/TMEM106A/IL12RB2/DENND1B/STAT1/PLCB1/HLA-E/HGF/CD58/HIF1A	23
GO:1901653	cellular response to peptide	19/387	374/18870	0.000283284463420703	0.0177765682165447	0.0147037674666442	CPS1/TBC1D4/PTPN22/IL1B/NOD1/EDNRA/PRKCD/PIK3R3/LYN/PDE3B/CAMK2A/STAT1/EDN1/PIK3C2A/PLCB1/VIM/EEF2K/ZFP36L1/SLC30A10	19
GO:0001649	osteoblast differentiation	15/387	257/18870	0.00028909108716624	0.0177765682165447	0.0147037674666442	MRC2/ID3/NPNT/TENT5A/CEBPD/IL6R/CEBPB/IGFBP5/SMAD6/LIMD1/MAP2K6/PTH1R/MEF2C/WWTR1/HGF	15
GO:0003206	cardiac chamber morphogenesis	10/387	127/18870	0.000291612416549387	0.0177765682165447	0.0147037674666442	NRP2/TGFB1/EDNRA/SLIT3/SMAD6/SOX4/DHRS3/COL11A1/MEF2C/HIF1A	10
GO:0003231	cardiac ventricle development	10/387	127/18870	0.000291612416549387	0.0177765682165447	0.0147037674666442	TGFB1/EDNRA/SLIT3/SMAD6/LMO4/SOX4/COL11A1/MEF2C/LUZP1/HIF1A	10
GO:0030890	positive regulation of B cell proliferation	6/387	45/18870	0.000296540178526315	0.0177765682165447	0.0147037674666442	NFATC2/TFRC/PRLR/SLC39A10/MEF2C/TNFSF13B	6
GO:1900744	regulation of p38MAPK cascade	6/387	45/18870	0.000296540178526315	0.0177765682165447	0.0147037674666442	SPI1/PTPN22/IL1B/GADD45B/RELL1/HGF	6
GO:0002931	response to ischemia	7/387	63/18870	0.000297740979634798	0.0177765682165447	0.0147037674666442	HK2/PTK2B/MAP2K6/NQO1/CAMK2A/MEF2C/EEF2K	7
GO:0009743	response to carbohydrate	14/387	230/18870	0.000299103483301982	0.0177765682165447	0.0147037674666442	IL1B/PTK2B/TXNIP/LYN/SOX4/MAP2K6/NQO1/ANGPT2/SLC2A5/PDK3/SYBU/PLCB1/ZFP36L1/HIF1A	14
GO:0050871	positive regulation of B cell activation	8/387	84/18870	0.00032627797739548	0.0188139559829922	0.0155618357003311	SPI1/NFATC2/TGFB1/TFRC/PRLR/SLC39A10/MEF2C/TNFSF13B	8
GO:0060395	SMAD protein signal transduction	8/387	84/18870	0.00032627797739548	0.0188139559829922	0.0155618357003311	ABTB3/JUN/TGFB1/SMAD6/NCEH1/BMPER/WWTR1/VIM	8
GO:0097028	dendritic cell differentiation	6/387	46/18870	0.000335197174910789	0.0188139559829922	0.0155618357003311	TMEM176B/SPI1/CEBPB/LYN/CAMK4/ZBTB46	6
GO:0010544	negative regulation of platelet activation	4/387	17/18870	0.0003354572764421	0.0188139559829922	0.0155618357003311	PRKCD/ADAMTS18/APOE/UBASH3B	4
GO:0048762	mesenchymal cell differentiation	15/387	262/18870	0.000354831884622489	0.019466382974075	0.0161014862475563	NRP2/LOXL3/IL1B/EMP2/TGFB1/EDNRA/SLC39A10/OLFM1/KITLG/STAT1/MEF2C/WWTR1/EDN1/HGF/HIF1A	15
GO:0002526	acute inflammatory response	9/387	107/18870	0.000357577674865251	0.019466382974075	0.0161014862475563	SERPINA3/IL1B/IL6R/CEBPB/TFRC/B4GALT1/PLSCR1/A2M/HLA-E	9
GO:0030888	regulation of B cell proliferation	7/387	65/18870	0.000361755986961715	0.019466382974075	0.0161014862475563	NFATC2/TFRC/PRLR/SLC39A10/LYN/MEF2C/TNFSF13B	7
GO:1903706	regulation of hemopoiesis	20/387	417/18870	0.000415079826523899	0.0220379715895755	0.0182285582763969	TMEM176B/SPI1/LOXL3/ROR2/PTK2B/CEBPB/TGFB1/CD4/LYN/SOX4/CASP8/ZFP36L2/KITLG/STAT1/MEF2C/CAMK4/ZFP36L1/ZBTB46/UBASH3B/HIF1A	20
GO:0030195	negative regulation of blood coagulation	6/387	48/18870	0.000424280252694084	0.0222300521872084	0.0183874364360081	PROS1/PRKCD/ADAMTS18/APOE/EDN1/UBASH3B	6
GO:0007159	leukocyte cell-cell adhesion	20/387	419/18870	0.000441059397898739	0.0228090717199062	0.0188663685034197	MAP3K8/PTPN22/SKAP1/LOXL3/IL1B/ITGA5/CEBPB/TFRC/CD4/LYN/SOX4/NCK2/SLC39A8/KITLG/ITGAL/CD44/RIPOR2/JAM2/HLA-E/TNFSF13B	20
GO:0001666	response to hypoxia	16/387	298/18870	0.000464268885647358	0.0236548005469432	0.0195659073492256	HK2/CHRNA7/PTK2B/CXCR4/HILPDA/TGFB1/TFRC/EDNRA/AQP1/SOX4/LIMD1/ANGPT2/EDN1/PDK3/ZFP36L1/HIF1A	16
GO:0032872	regulation of stress-activated MAPK cascade	12/387	186/18870	0.000474541556832404	0.0236548005469432	0.0195659073492256	SPI1/PTPN22/IL1B/PTK2B/NOD1/MDFIC/GADD45B/RELL1/PLCB1/SH3RF3/HGF/ANKRD6	12
GO:1900047	negative regulation of hemostasis	6/387	49/18870	0.000475234566488061	0.0236548005469432	0.0195659073492256	PROS1/PRKCD/ADAMTS18/APOE/EDN1/UBASH3B	6
GO:0051251	positive regulation of lymphocyte activation	17/387	330/18870	0.000500013447898696	0.0243328072548812	0.0201267159852291	SPI1/MAP3K8/PTPN22/IL1B/NFATC2/TGFB1/TFRC/CD4/PRLR/SLC39A10/LYN/SOX4/NCK2/KITLG/MEF2C/HLA-E/TNFSF13B	17
GO:0030203	glycosaminoglycan metabolic process	9/387	112/18870	0.000501077397011616	0.0243328072548812	0.0201267159852291	IL1B/CEMIP/TGFB1/EDNRA/NDST4/LYVE1/UST/ST3GAL1/CD44	9
GO:0032835	glomerulus development	7/387	69/18870	0.00052271958891196	0.0248678449959583	0.020569268812909	SULF1/IL6R/EDNRA/AQP1/ANGPT2/MEF2C/WWTR1	7
GO:0045088	regulation of innate immune response	20/387	425/18870	0.000527674575039182	0.0248678449959583	0.020569268812909	SPI1/ESR1/CD96/PTPN22/CTSS/CD14/SERPINB9/NOD1/TGFB1/LYN/PIK3AP1/CASP8/PARP14/MAP2K6/NLRC5/PLSCR1/A2M/APOE/HLA-E/GBP2	20
GO:0022602	ovulation cycle process	6/387	50/18870	0.000530830443158327	0.0248678449959583	0.020569268812909	ESR1/CHRNA7/GAS2/SLIT3/MAP2K6/A2M	6
GO:0044706	multi-multicellular organism process	13/387	216/18870	0.000542279256197344	0.0251087906764863	0.0207685653934087	ESR1/RGS2/IL1B/CORIN/ITGA5/EMP2/IGFBP5/PRLR/B4GALT1/MAFF/ANGPT2/EDN1/PCSK5	13
GO:0022407	regulation of cell-cell adhesion	22/387	493/18870	0.000577950332214144	0.026452853136514	0.0218802975135881	SPI1/MAP3K8/PTPN22/SKAP1/LOXL3/IL1B/CEBPB/TGFB1/TFRC/CD4/PRKCD/ADAMTS18/LYN/NEXMIF/SOX4/NCK2/KITLG/CD44/RIPOR2/HLA-E/TNFSF13B/UBASH3B	22
GO:0043407	negative regulation of MAP kinase activity	6/387	51/18870	0.00059135307687677	0.0266699562034182	0.0220598728384296	PTPN22/RGS2/IL1B/PRKCD/LYN/APOE	6
GO:0030212	hyaluronan metabolic process	5/387	34/18870	0.000602786554070225	0.0266699562034182	0.0220598728384296	IL1B/CEMIP/TGFB1/LYVE1/CD44	5
GO:0071398	cellular response to fatty acid	5/387	34/18870	0.000602786554070225	0.0266699562034182	0.0220598728384296	ID3/CPS1/EDN1/PDK3/PLCB1	5
GO:0090090	negative regulation of canonical Wnt signaling pathway	10/387	140/18870	0.000632794226799844	0.0275152764745671	0.022759073750012	DKK2/LATS2/CCDC88C/LIMD1/SHISA6/APOE/WWTR1/DKK3/BICC1/ANKRD6	10
GO:0045444	fat cell differentiation	14/387	248/18870	0.000635712063199441	0.0275152764745671	0.022759073750012	RGS2/CEBPD/HTR2A/CEBPB/TGFB1/SMAD6/GRK5/CCDC3/ZFP36L2/WWTR1/PLCB1/PLAC8/ZFP36L1/LMO3	14
GO:0050819	negative regulation of coagulation	6/387	52/18870	0.000657095761011369	0.0281350034445943	0.0232716766972787	PROS1/PRKCD/ADAMTS18/APOE/EDN1/UBASH3B	6
GO:0014015	positive regulation of gliogenesis	7/387	72/18870	0.000677250336848068	0.028689477035415	0.0237303057558522	IL1B/CXCR4/TGFB1/ETV5/LYN/SLC7A5/CYSLTR1	7
GO:0071375	cellular response to peptide hormone stimulus	16/387	310/18870	0.000710966170514974	0.029624056133013	0.0245033364985059	CPS1/TBC1D4/IL1B/EDNRA/PRKCD/PIK3R3/LYN/PDE3B/CAMK2A/STAT1/EDN1/PIK3C2A/PLCB1/EEF2K/ZFP36L1/SLC30A10	16
GO:0006935	chemotaxis	21/387	468/18870	0.000714191207626633	0.029624056133013	0.0245033364985059	SPI1/NRP2/FLT1/IL1B/PTK2B/IL6R/CXCR4/TGFB1/PRKCD/SLIT3/IL17RA/LYN/SLIT1/CXCL14/ITGA9/ANGPT2/RIPOR2/EDN1/CYSLTR1/HGF/RIN3	21
GO:0045661	regulation of myoblast differentiation	7/387	73/18870	0.000736107726716994	0.0297202729181835	0.0245829215577985	ID3/TGFB1/SOX4/MEF2C/RIPOR2/PLCB1/ZFP36L1	7
GO:0019216	regulation of lipid metabolic process	17/387	342/18870	0.000745967190208059	0.0297202729181835	0.0245829215577985	APOC1/APOC2/SERPINA3/FLT1/FMO5/IL1B/HTR2A/TGFB1/PRKCD/CCDC3/PDE3B/RUBCNL/APOE/DKK3/PDK3/PRKAG2/ALK	17
GO:0031400	negative regulation of protein modification process	20/387	437/18870	0.000746033153945449	0.0297202729181835	0.0245829215577985	PKIB/CHRNA7/PTPN22/RGS2/IL1B/TGFB1/PRKCD/LATS2/LYN/SOX4/PARP14/NCK2/PRKAR2B/SH3GL2/APOE/WWTR1/PRKAG2/HGF/PKIA/UBASH3B	20
GO:0034341	response to type II interferon	10/387	143/18870	0.0007463654675586	0.0297202729181835	0.0245829215577985	RAB20/BST2/PARP14/NLRC5/CAMK2A/STAT1/EDN1/VIM/CD58/GBP2	10
GO:0042330	taxis	21/387	470/18870	0.00075402246457855	0.029727895583681	0.024589226593708	SPI1/NRP2/FLT1/IL1B/PTK2B/IL6R/CXCR4/TGFB1/PRKCD/SLIT3/IL17RA/LYN/SLIT1/CXCL14/ITGA9/ANGPT2/RIPOR2/EDN1/CYSLTR1/HGF/RIN3	21
GO:0016486	peptide hormone processing	5/387	36/18870	0.000789726178273319	0.0303939279461748	0.0251401307313386	CORIN/DISP1/PCSK1N/CTSZ/PCSK5	5
GO:0002716	negative regulation of natural killer cell mediated immunity	4/387	21/18870	0.000790595998221016	0.0303939279461748	0.0251401307313386	CD96/SERPINB9/TGFB1/HLA-E	4
