ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0045229	external encapsulating structure organization	14/212	323/18870	1.82943879128188e-05	0.00478564057766132	0.00383052935952938	B4GALT1/THSD4/NID1/PHLDB2/CTSV/PXDN/ADAMTS18/COL28A1/NPNT/COL23A1/LAMC1/CTSS/COL24A1/TGFB2	14
GO:0072001	renal system development	14/212	324/18870	1.89334668615578e-05	0.00478564057766132	0.00383052935952938	EGR1/JAG1/ALDH1A2/NID1/SOX4/IL6R/AQP1/BMP6/NPNT/PRKX/WNT2B/EPHA4/WNT5A/TGFB2	14
GO:0045669	positive regulation of osteoblast differentiation	7/212	74/18870	1.94599085109781e-05	0.00478564057766132	0.00383052935952938	JAG1/TENT5A/IL6R/BMP6/NPNT/RUNX2/HGF	7
GO:0045332	phospholipid translocation	6/212	52/18870	2.47894286846785e-05	0.00528606418876468	0.00423107915081143	XKR9/PLSCR1/ATP8B1/ATP10A/TRPC5/ATP8B4	6
GO:0042060	wound healing	16/212	423/18870	2.48016774574508e-05	0.00528606418876468	0.00423107915081143	PLSCR1/B4GALT1/TFPI/EDN1/PHLDB2/CXCR4/ADAMTS18/AQP1/PIK3CG/DGKH/PLA2G4A/GPX1/WNT5A/EPB41L4B/TGFB2/PPARG	16
GO:0043405	regulation of MAP kinase activity	9/212	142/18870	3.30787592049721e-05	0.00660954957364349	0.00529042523863732	DUSP1/EDN1/FLT1/PIK3R6/PIK3CG/RGS2/WNT5A/IRAK3/PPARG	9
GO:0034204	lipid translocation	6/212	57/18870	4.21718510043707e-05	0.0079307886859396	0.00634797336171054	XKR9/PLSCR1/ATP8B1/ATP10A/TRPC5/ATP8B4	6
GO:0071711	basement membrane organization	5/212	36/18870	4.84724286428869e-05	0.0086092419095172	0.0068910218731496	NID1/PHLDB2/PXDN/LAMC1/CTSS	5
GO:0006869	lipid transport	16/212	453/18870	5.63070700763165e-05	0.00947440542284126	0.00758351730501526	XKR9/PLSCR1/EDN1/ATP8B1/ABCA6/MSR1/ATP10A/BMP6/PLA2R1/ABCA9/UGCG/SOAT1/TRPC5/PLA2G4A/ATP8B4/PPARG	16
GO:0097035	regulation of membrane lipid distribution	6/212	62/18870	6.81876279350642e-05	0.01089979232542	0.00872442755316532	XKR9/PLSCR1/ATP8B1/ATP10A/TRPC5/ATP8B4	6
GO:0044321	response to leptin	4/212	21/18870	7.97745938996709e-05	0.0121447322236785	0.00972090414887719	EDN1/NR4A3/LEPR/UGCG	4
GO:0050673	epithelial cell proliferation	16/212	480/18870	0.000110646528222149	0.0160789523057368	0.0128699382826815	B4GALT1/JAG1/ALDH1A2/NR4A3/NR4A1/FLT1/BMP6/PRKX/PIK3CD/LAMC1/RUNX2/HGF/GPX1/WNT5A/TGFB2/PPARG	16
GO:0045785	positive regulation of cell adhesion	16/212	482/18870	0.000116073845089055	0.0161342644673787	0.0129142113231805	NID1/NR4A3/SOX4/NEDD9/MAP3K8/COL26A1/PIK3R6/KITLG/NPNT/NCK2/LAMC1/UTRN/EPHA4/WNT5A/EPB41L4B/TGFB2	16
GO:0071674	mononuclear cell migration	10/212	207/18870	0.000121203966436114	0.016145378362344	0.0129231071230786	DUSP1/NEDD9/IL6R/CXCR4/FLT1/PLA2G7/PIK3CG/PIK3CD/WNT5A/TRPM2	10
GO:0007009	plasma membrane organization	9/212	170/18870	0.00013321961870379	0.0170361248398406	0.0136360797081647	XKR9/PLSCR1/ATP8B1/CXCR4/ATP10A/MAFB/UGCG/TRPC5/TGFB2	9
GO:0001959	regulation of cytokine-mediated signaling pathway	9/212	171/18870	0.000139272878322154	0.0171252073844587	0.0137073832874962	EDN1/SLIT3/SAMHD1/CXCR4/PXDN/CASP8/WNT5A/IRAK3/PPARG	9
GO:0060411	cardiac septum morphogenesis	6/212	72/18870	0.000157892231346221	0.0179942483242297	0.014402982294652	JAG1/SLIT3/SOX4/PARVA/WNT5A/TGFB2	6
GO:0032892	positive regulation of organic acid transport	5/212	46/18870	0.000160898606335157	0.0179942483242297	0.014402982294652	EDN1/SLC7A5/KMO/PLA2R1/PLA2G4A	5
GO:0050900	leukocyte migration	14/212	396/18870	0.000163225899719319	0.0179942483242297	0.014402982294652	B4GALT1/DUSP1/EDN1/NEDD9/IL6R/CXCR4/FLT1/PLA2G7/KITLG/PIK3CG/PIK3CD/WNT5A/TRPM2/TGFB2	14
GO:0110011	regulation of basement membrane organization	3/212	11/18870	0.000215844832660318	0.0217599274349646	0.0174171126201864	NID1/PHLDB2/LAMC1	3
GO:0050678	regulation of epithelial cell proliferation	14/212	407/18870	0.000216387759851109	0.0217599274349646	0.0174171126201864	B4GALT1/JAG1/ALDH1A2/NR4A3/NR4A1/FLT1/BMP6/PIK3CD/LAMC1/RUNX2/GPX1/WNT5A/TGFB2/PPARG	14
GO:2001259	positive regulation of cation channel activity	5/212	49/18870	0.000217803465098176	0.0217599274349646	0.0174171126201864	EDN1/P2RY6/STIM1/SCN1B/CTSS	5
GO:0032890	regulation of organic acid transport	6/212	77/18870	0.000228717538304282	0.0217898591211757	0.0174410705837967	EDN1/SLC7A5/KMO/PLA2R1/RGS2/PLA2G4A	6
GO:0060759	regulation of response to cytokine stimulus	9/212	183/18870	0.000231734504260236	0.0217898591211757	0.0174410705837967	EDN1/SLIT3/SAMHD1/CXCR4/PXDN/CASP8/WNT5A/IRAK3/PPARG	9
GO:0031016	pancreas development	6/212	79/18870	0.000263204945945655	0.0240418917768074	0.0192436458223726	ALDH1A2/SOX4/IL6R/CCDC40/BMP6/WNT5A	6
GO:0045667	regulation of osteoblast differentiation	8/212	150/18870	0.000299007698297392	0.026336928465586	0.0210806424114185	JAG1/TENT5A/IL6R/BMP6/NPNT/RUNX2/HGF/PPARG	8
GO:0050920	regulation of chemotaxis	10/212	232/18870	0.00030480649146909	0.026336928465586	0.0210806424114185	DUSP1/EDN1/NEDD9/IL6R/CXCR4/SEMA3D/PLA2G7/ST6GAL1/SLIT1/WNT5A	10
GO:0031345	negative regulation of cell projection organization	9/212	192/18870	0.000330507840217329	0.0278061464519685	0.0222566359991226	RTN4RL1/SEMA3D/SLIT1/TBC1D30/TRPC5/LIMK2/EPHA4/FSTL4/WNT5A	9
GO:1903131	mononuclear cell differentiation	15/212	481/18870	0.0003692939733582	0.0302726367391325	0.0242308677256082	EGR1/FOSL2/KLF6/SOX4/IL6R/CMTM7/PIK3R6/JAK3/MAFB/LEPR/PIK3CD/RUNX2/ST3GAL1/TRPM2/PPARG	15
GO:0001975	response to amphetamine	4/212	31/18870	0.000384088556845859	0.0305422861517192	0.0244467008988128	EDN1/NR4A1/RGS17/RGS2	4
GO:0032414	positive regulation of ion transmembrane transporter activity	6/212	85/18870	0.000391690250929148	0.0305422861517192	0.0244467008988128	EDN1/P2RY6/STIM1/SCN1B/CTSS/TRPC6	6
GO:0002718	regulation of cytokine production involved in immune response	7/212	120/18870	0.000416443717919327	0.0315952310307595	0.0252895005632834	NR4A3/SLC7A5/JAK3/CD96/WNT5A/IRAK3/TGFB2	7
GO:0097529	myeloid leukocyte migration	10/212	242/18870	0.000425467688063736	0.0315952310307595	0.0252895005632834	B4GALT1/DUSP1/EDN1/IL6R/FLT1/PLA2G7/KITLG/PIK3CG/PIK3CD/TGFB2	10
GO:0061036	positive regulation of cartilage development	4/212	32/18870	0.00043512192512006	0.0315952310307595	0.0252895005632834	BMP6/RUNX2/PRKG2/WNT5A	4
GO:0002448	mast cell mediated immunity	5/212	57/18870	0.000444724865931866	0.0315952310307595	0.0252895005632834	SERPINB9/NR4A3/PIK3CG/PIK3CD/CPLX2	5
GO:0002367	cytokine production involved in immune response	7/212	122/18870	0.000460167119090798	0.0319816147768105	0.0255987704006803	NR4A3/SLC7A5/JAK3/CD96/WNT5A/IRAK3/TGFB2	7
GO:0022604	regulation of cell morphogenesis	10/212	247/18870	0.000499307321408454	0.0332559480529756	0.0266187740864902	FMNL1/FGD3/CXCR4/ATP10A/PARVB/DIAPH1/PALMD/EPHA4/PARVA/WNT5A	10
GO:0090257	regulation of muscle system process	10/212	247/18870	0.000499307321408454	0.0332559480529756	0.0266187740864902	EDN1/CLIC2/NR4A3/NR4A1/TACR3/TRPC3/NPNT/PIK3CG/RGS2/PPARG	10
GO:0001819	positive regulation of cytokine production	15/212	499/18870	0.000541210178544265	0.0353112028735921	0.0282638441254803	EGR1/NR4A3/IL6R/SLC7A5/RFTN1/NMBR/PIK3CG/PLA2R1/PIK3CD/LY96/CD58/HGF/CASP8/WNT5A/IRAK3	15
GO:0032496	response to lipopolysaccharide	12/212	348/18870	0.000595978699460121	0.0379403434569528	0.0303682646375227	FOSL2/EDN1/MGST2/NR4A1/SLC7A5/KMO/BMP6/LY96/CD96/CASP8/WNT5A/IRAK3	12
GO:0045765	regulation of angiogenesis	12/212	349/18870	0.000611212445867821	0.0379403434569528	0.0303682646375227	BTG1/CXCR4/AQP1/FLT1/PIK3R6/STIM1/PIK3CG/PIK3CD/DCN/WNT5A/TGFB2/PPARG	12
GO:0002719	negative regulation of cytokine production involved in immune response	4/212	35/18870	0.000617109120976398	0.0379403434569528	0.0303682646375227	JAK3/CD96/IRAK3/TGFB2	4
GO:2000106	regulation of leukocyte apoptotic process	6/212	93/18870	0.000633846112149157	0.0380480401814785	0.0304544674056843	JAK3/KITLG/PIK3CD/ST6GAL1/ST3GAL1/WNT5A	6
GO:0046942	carboxylic acid transport	12/212	351/18870	0.000642663174788814	0.0380480401814785	0.0304544674056843	EMB/EDN1/SLC6A6/ATP8B1/SLC19A1/SLC7A5/KMO/PLA2R1/RGS2/PLA2G4A/SLC16A10/PPARG	12
GO:0015849	organic acid transport	12/212	352/18870	0.000658891191823309	0.038081578600708	0.0304813122757589	EMB/EDN1/SLC6A6/ATP8B1/SLC19A1/SLC7A5/KMO/PLA2R1/RGS2/PLA2G4A/SLC16A10/PPARG	12
GO:0032411	positive regulation of transporter activity	6/212	94/18870	0.000670818142340552	0.038081578600708	0.0304813122757589	EDN1/P2RY6/STIM1/SCN1B/CTSS/TRPC6	6
GO:0001649	osteoblast differentiation	10/212	257/18870	0.00067908666159204	0.038081578600708	0.0304813122757589	FOSL2/JAG1/TENT5A/IL6R/ITGA11/BMP6/NPNT/RUNX2/HGF/PPARG	10
GO:1901342	regulation of vasculature development	12/212	354/18870	0.00069238059053686	0.038081578600708	0.0304813122757589	BTG1/CXCR4/AQP1/FLT1/PIK3R6/STIM1/PIK3CG/PIK3CD/DCN/WNT5A/TGFB2/PPARG	12
GO:0034638	phosphatidylcholine catabolic process	3/212	16/18870	0.000702787969171653	0.038081578600708	0.0304813122757589	PLB1/PLA2G7/PLA2G4A	3
GO:0048762	mesenchymal cell differentiation	10/212	262/18870	0.000787272080517968	0.0412430439903869	0.0330118169799419	EDN1/JAG1/ALDH1A2/PHLDB2/SEMA3D/KITLG/HGF/EPHA4/WNT5A/TGFB2	10
GO:1903035	negative regulation of response to wounding	6/212	97/18870	0.000791825422602563	0.0412430439903869	0.0330118169799419	TFPI/EDN1/PHLDB2/RTN4RL1/ADAMTS18/EPHA4	6
GO:0034764	positive regulation of transmembrane transport	9/212	217/18870	0.000799833821521422	0.0412430439903869	0.0330118169799419	EDN1/NR4A3/P2RY6/SLC7A5/TRPC3/STIM1/SCN1B/CTSS/TRPC6	9
GO:0044320	cellular response to leptin stimulus	3/212	17/18870	0.000846343549611785	0.0416792093829656	0.0333609331149234	NR4A3/LEPR/UGCG	3
GO:0048846	axon extension involved in axon guidance	4/212	38/18870	0.000847403381261422	0.0416792093829656	0.0333609331149234	SLIT3/SEMA3D/SLIT1/WNT5A	4
GO:1902284	neuron projection extension involved in neuron projection guidance	4/212	38/18870	0.000847403381261422	0.0416792093829656	0.0333609331149234	SLIT3/SEMA3D/SLIT1/WNT5A	4
GO:0045823	positive regulation of heart contraction	4/212	39/18870	0.000936017339891573	0.0447045972444519	0.0357825184469857	EDN1/TACR3/RGS2/TGFB2	4
GO:0010611	regulation of cardiac muscle hypertrophy	5/212	67/18870	0.000936880830584384	0.0447045972444519	0.0357825184469857	EDN1/NR4A3/TRPC3/RGS2/PPARG	5
GO:0002237	response to molecule of bacterial origin	12/212	369/18870	0.000992007034619935	0.0452833987982595	0.0362458036246379	FOSL2/EDN1/MGST2/NR4A1/SLC7A5/KMO/BMP6/LY96/CD96/CASP8/WNT5A/IRAK3	12
GO:0032535	regulation of cellular component size	12/212	370/18870	0.00101532202189706	0.0452833987982595	0.0362458036246379	EDN1/COTL1/KANK4/KIRREL1/SEMA3D/AQP1/ARHGAP28/NCK2/SLIT1/TRPC5/FSTL4/WNT5A	12
GO:0010742	macrophage derived foam cell differentiation	4/212	40/18870	0.00103095543297568	0.0452833987982595	0.0362458036246379	MSR1/SOAT1/WNT5A/PPARG	4
GO:1903524	positive regulation of blood circulation	4/212	40/18870	0.00103095543297568	0.0452833987982595	0.0362458036246379	EDN1/TACR3/RGS2/TGFB2	4
GO:0008360	regulation of cell shape	7/212	140/18870	0.00104158518011044	0.0452833987982595	0.0362458036246379	FMNL1/FGD3/ATP10A/PARVB/DIAPH1/PALMD/PARVA	7
GO:0010631	epithelial cell migration	12/212	372/18870	0.00106332267450318	0.0452833987982595	0.0362458036246379	EDN1/NR4A1/KITLG/PRKX/PIK3CG/PIK3CD/DCN/GPX1/WNT5A/EPB41L4B/TGFB2/PPARG	12
GO:0032835	glomerulus development	5/212	69/18870	0.00107068332890236	0.0452833987982595	0.0362458036246379	EGR1/JAG1/NID1/IL6R/AQP1	5
GO:0045576	mast cell activation	5/212	69/18870	0.00107068332890236	0.0452833987982595	0.0362458036246379	PLSCR1/NR4A3/PIK3CG/PIK3CD/CPLX2	5
GO:0015914	phospholipid transport	6/212	103/18870	0.00108384997577254	0.0452833987982595	0.0362458036246379	XKR9/PLSCR1/ATP8B1/ATP10A/TRPC5/ATP8B4	6
GO:0090077	foam cell differentiation	4/212	41/18870	0.00113245747367623	0.0452833987982595	0.0362458036246379	MSR1/SOAT1/WNT5A/PPARG	4
GO:0090132	epithelium migration	12/212	375/18870	0.00113885407858885	0.0452833987982595	0.0362458036246379	EDN1/NR4A1/KITLG/PRKX/PIK3CG/PIK3CD/DCN/GPX1/WNT5A/EPB41L4B/TGFB2/PPARG	12
GO:0014743	regulation of muscle hypertrophy	5/212	70/18870	0.00114265955656234	0.0452833987982595	0.0362458036246379	EDN1/NR4A3/TRPC3/RGS2/PPARG	5
GO:0050922	negative regulation of chemotaxis	5/212	70/18870	0.00114265955656234	0.0452833987982595	0.0362458036246379	DUSP1/SEMA3D/ST6GAL1/SLIT1/WNT5A	5
GO:0030098	lymphocyte differentiation	13/212	429/18870	0.00117363574872784	0.0452833987982595	0.0362458036246379	EGR1/FOSL2/KLF6/SOX4/IL6R/CMTM7/PIK3R6/JAK3/MAFB/LEPR/PIK3CD/RUNX2/ST3GAL1	13
GO:0032305	positive regulation of icosanoid secretion	3/212	19/18870	0.00118623388148924	0.0452833987982595	0.0362458036246379	EDN1/PLA2R1/PLA2G4A	3
GO:0045766	positive regulation of angiogenesis	8/212	185/18870	0.00118980466032337	0.0452833987982595	0.0362458036246379	BTG1/CXCR4/AQP1/FLT1/PIK3R6/STIM1/PIK3CD/WNT5A	8
GO:1904018	positive regulation of vasculature development	8/212	185/18870	0.00118980466032337	0.0452833987982595	0.0362458036246379	BTG1/CXCR4/AQP1/FLT1/PIK3R6/STIM1/PIK3CD/WNT5A	8
GO:0060485	mesenchyme development	11/212	327/18870	0.00122314969401579	0.0460048184913937	0.0368232434198436	EDN1/JAG1/ALDH1A2/PHLDB2/SOX4/SEMA3D/KITLG/HGF/EPHA4/WNT5A/TGFB2	11
GO:0090130	tissue migration	12/212	380/18870	0.00127462748543734	0.0461232010910503	0.0369179993916478	EDN1/NR4A1/KITLG/PRKX/PIK3CG/PIK3CD/DCN/GPX1/WNT5A/EPB41L4B/TGFB2/PPARG	12
GO:0071260	cellular response to mechanical stimulus	5/212	72/18870	0.00129728171475213	0.0461232010910503	0.0369179993916478	MAP3K14/AQP1/BMP6/MAP3K1/CASP8	5
GO:0007411	axon guidance	9/212	233/18870	0.00131687075269275	0.0461232010910503	0.0369179993916478	EMB/EDN1/SLIT3/SEMA3D/SCN1B/SLIT1/EPHA4/ANOS1/WNT5A	9
GO:0097485	neuron projection guidance	9/212	233/18870	0.00131687075269275	0.0461232010910503	0.0369179993916478	EMB/EDN1/SLIT3/SEMA3D/SCN1B/SLIT1/EPHA4/ANOS1/WNT5A	9
GO:0060412	ventricular septum morphogenesis	4/212	43/18870	0.00135611127403802	0.0461232010910503	0.0369179993916478	SLIT3/SOX4/WNT5A/TGFB2	4
GO:0030308	negative regulation of cell growth	8/212	189/18870	0.00136373614432984	0.0461232010910503	0.0369179993916478	BTG1/SLIT3/SEMA3D/SLIT1/RGS2/FSTL4/WNT5A/TGFB2	8
GO:0045860	positive regulation of protein kinase activity	10/212	282/18870	0.00137158265846975	0.0461232010910503	0.0369179993916478	EGR1/EDN1/NEDD9/IL6R/FLT1/PIK3R6/PIK3CG/EPHA4/WNT5A/TGFB2	10
GO:0003215	cardiac right ventricle morphogenesis	3/212	20/18870	0.00138407203469122	0.0461232010910503	0.0369179993916478	JAG1/SOX4/TGFB2	3
GO:0032303	regulation of icosanoid secretion	3/212	20/18870	0.00138407203469122	0.0461232010910503	0.0369179993916478	EDN1/PLA2R1/PLA2G4A	3
GO:0032332	positive regulation of chondrocyte differentiation	3/212	20/18870	0.00138407203469122	0.0461232010910503	0.0369179993916478	BMP6/RUNX2/PRKG2	3
GO:0003279	cardiac septum development	6/212	108/18870	0.00138499446504249	0.0461232010910503	0.0369179993916478	JAG1/SLIT3/SOX4/PARVA/WNT5A/TGFB2	6
GO:0060562	epithelial tube morphogenesis	11/212	334/18870	0.00144799054309088	0.0477239769717684	0.0381992947395976	EDN1/CXCR4/CCDC40/NPNT/PRKX/CTSZ/PIK3CD/WNT2B/EPHA4/WNT5A/TGFB2	11
GO:0061448	connective tissue development	10/212	285/18870	0.00148377294971604	0.0484043073494102	0.0387438457654104	EGR1/FOSL2/EDN1/IL6R/BMP6/WNT2B/RUNX2/PRKG2/WNT5A/PPARG	10
GO:0001667	ameboidal-type cell migration	14/212	497/18870	0.00152979695764691	0.0492293408456051	0.0394042202708677	EDN1/NR4A1/SEMA3D/AQP1/KITLG/PRKX/PIK3CG/PIK3CD/DCN/GPX1/WNT5A/EPB41L4B/TGFB2/PPARG	14
GO:0033674	positive regulation of kinase activity	11/212	337/18870	0.00155421294661411	0.0492293408456051	0.0394042202708677	EGR1/EDN1/NEDD9/IL6R/TIGAR/FLT1/PIK3R6/PIK3CG/EPHA4/WNT5A/TGFB2	11
GO:0048588	developmental cell growth	9/212	239/18870	0.00156927664972607	0.0492293408456051	0.0394042202708677	EDN1/SLIT3/CXCR4/SEMA3D/SLIT1/RGS2/TRPC5/FSTL4/WNT5A	9
GO:1905954	positive regulation of lipid localization	6/212	111/18870	0.00159402541325926	0.0492293408456051	0.0394042202708677	EDN1/MSR1/BMP6/PLA2R1/PLA2G4A/PPARG	6
GO:0006662	glycerol ether metabolic process	3/212	21/18870	0.00160145494148981	0.0492293408456051	0.0394042202708677	PLA2G7/NCEH1/PLA2G4A	3
GO:0046485	ether lipid metabolic process	3/212	21/18870	0.00160145494148981	0.0492293408456051	0.0394042202708677	PLA2G7/NCEH1/PLA2G4A	3
GO:0002274	myeloid leukocyte activation	9/212	241/18870	0.00166155714172781	0.0505271115422203	0.0404429837706855	ADGRF5/PLSCR1/NR4A3/PIK3CG/PIK3CD/IFNGR2/PLA2G4A/CPLX2/WNT5A	9
GO:0015748	organophosphate ester transport	7/212	152/18870	0.00167528114591034	0.0505271115422203	0.0404429837706855	XKR9/PLSCR1/ATP8B1/SLC19A1/ATP10A/TRPC5/ATP8B4	7
GO:0031018	endocrine pancreas development	4/212	46/18870	0.00174679280912089	0.052044296534417	0.0416573711786273	SOX4/IL6R/BMP6/WNT5A	4
GO:0060047	heart contraction	9/212	243/18870	0.00175814326734971	0.052044296534417	0.0416573711786273	EDN1/CLIC2/CXCR4/TACR3/SCN1B/PIK3CG/RGS2/GPX1/TGFB2	9
GO:0070482	response to oxygen levels	11/212	343/18870	0.00178584636491824	0.0523793654004002	0.0419255674854297	EGR1/FOSL2/EDN1/SOX4/CXCR4/SLC7A5/TIGAR/AQP1/EPHA4/TGFB2/PPARG	11
GO:0003012	muscle system process	13/212	452/18870	0.00186620844815559	0.0530717875035436	0.0424797969876742	EDN1/CLIC2/NR4A3/NR4A1/CXCR4/TACR3/TRPC3/NPNT/SCN1B/PIK3CG/RGS2/UTRN/PPARG	13
GO:0002701	negative regulation of production of molecular mediator of immune response	4/212	47/18870	0.00189268774027784	0.0530717875035436	0.0424797969876742	JAK3/CD96/IRAK3/TGFB2	4
GO:0014075	response to amine	4/212	47/18870	0.00189268774027784	0.0530717875035436	0.0424797969876742	EDN1/NR4A1/RGS17/RGS2	4
GO:0045933	positive regulation of muscle contraction	4/212	47/18870	0.00189268774027784	0.0530717875035436	0.0424797969876742	EDN1/TACR3/NPNT/RGS2	4
GO:0050919	negative chemotaxis	4/212	47/18870	0.00189268774027784	0.0530717875035436	0.0424797969876742	SLIT3/SEMA3D/SLIT1/WNT5A	4
GO:0048640	negative regulation of developmental growth	6/212	115/18870	0.00190905710444402	0.0530717875035436	0.0424797969876742	PLAC8/SEMA3D/SLIT1/RGS2/FSTL4/WNT5A	6
GO:0034765	regulation of monoatomic ion transmembrane transport	13/212	454/18870	0.00193975731167212	0.0530773534633639	0.0424842521012915	EDN1/CLIC2/P2RY6/KCNK13/TRPC3/STIM1/DIAPH1/SCN1B/PIK3CG/CTSS/TRPC6/KCNK6/UTRN	13
GO:0072006	nephron development	7/212	156/18870	0.00194246179393606	0.0530773534633639	0.0424842521012915	EGR1/JAG1/NID1/IL6R/AQP1/NPNT/WNT2B	7
GO:0045926	negative regulation of growth	9/212	247/18870	0.00196480904046789	0.0532330042574223	0.0426088383352135	BTG1/SLIT3/PLAC8/SEMA3D/SLIT1/RGS2/FSTL4/WNT5A/TGFB2	9
GO:0001666	response to hypoxia	10/212	298/18870	0.00205947243922691	0.0540787853864537	0.043285819690983	EGR1/FOSL2/EDN1/SOX4/CXCR4/TIGAR/AQP1/EPHA4/TGFB2/PPARG	10
GO:0001935	endothelial cell proliferation	8/212	202/18870	0.00207273034311247	0.0540787853864537	0.043285819690983	ALDH1A2/NR4A1/FLT1/BMP6/PRKX/PIK3CD/WNT5A/PPARG	8
GO:0048844	artery morphogenesis	5/212	80/18870	0.002073604941926	0.0540787853864537	0.043285819690983	ADGRF5/EDN1/JAG1/SOX4/TGFB2	5
GO:0034767	positive regulation of monoatomic ion transmembrane transport	7/212	158/18870	0.00208786358098756	0.0540787853864537	0.043285819690983	EDN1/P2RY6/TRPC3/STIM1/SCN1B/CTSS/TRPC6	7
GO:0003283	atrial septum development	3/212	23/18870	0.00209751935812332	0.0540787853864537	0.043285819690983	SOX4/WNT5A/TGFB2	3
GO:2000193	positive regulation of fatty acid transport	3/212	23/18870	0.00209751935812332	0.0540787853864537	0.043285819690983	EDN1/PLA2R1/PLA2G4A	3
GO:0003151	outflow tract morphogenesis	5/212	81/18870	0.00219018074486156	0.0560160627305793	0.0448364580274396	EDN1/JAG1/PARVA/WNT5A/TGFB2	5
GO:0050777	negative regulation of immune response	8/212	205/18870	0.00227153676093963	0.0576357382914602	0.0461328810847471	SERPINB9/SAMHD1/JAK3/CD96/GPX1/PSMA1/IRAK3/PPARG	8
GO:0014032	neural crest cell development	5/212	82/18870	0.00231146138999037	0.0581869453842458	0.0465740790639585	EDN1/JAG1/ALDH1A2/SEMA3D/KITLG	5
GO:0061082	myeloid leukocyte cytokine production	4/212	50/18870	0.00238065331566104	0.0594605363294403	0.0475934885721381	NR4A3/WNT5A/IRAK3/TGFB2	4
GO:0003015	heart process	9/212	255/18870	0.00243628566073802	0.0602123772500641	0.0481952781702931	EDN1/CLIC2/CXCR4/TACR3/SCN1B/PIK3CG/RGS2/GPX1/TGFB2	9
GO:0048675	axon extension	6/212	121/18870	0.00246725724734388	0.0602123772500641	0.0481952781702931	EDN1/SLIT3/SEMA3D/SLIT1/TRPC5/WNT5A	6
GO:0071887	leukocyte apoptotic process	6/212	121/18870	0.00246725724734388	0.0602123772500641	0.0481952781702931	JAK3/KITLG/PIK3CD/ST6GAL1/ST3GAL1/WNT5A	6
GO:0010038	response to metal ion	11/212	359/18870	0.00254426226188396	0.0608277107956065	0.0486878043376585	PLSCR1/EDN1/TIGAR/AQP1/TRPC3/BMP6/STIM1/CPNE4/CASP8/WNT5A/TRPM2	11
