p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cell_type	direction
1.450263667247e-95	-4.48610087639808	0.364	0.028	5.37902794181912e-92	HK2	Oligodendrocyte_precursor	Down
5.28961378028779e-95	-1.40159598005652	0.424	0.044	1.96191775110874e-91	SH2B3	Oligodendrocyte_precursor	Down
1.16503227243571e-94	-1.51863637342934	0.329	0.075	4.32110469846407e-91	PRKCH	Oligodendrocyte_precursor	Down
2.4646108993403e-94	-12.3018019959651	0.182	0.057	9.14124182565319e-91	LINC02197	Oligodendrocyte_precursor	Down
4.04109864906104e-94	-2.45645436048307	0.429	0.115	1.49884348893674e-90	SCUBE2	Oligodendrocyte_precursor	Down
8.84417779341874e-94	1.59970516345733	0.622	0.171	3.28030554357901e-90	CCDC50	Oligodendrocyte_precursor	Up
2.46806851255842e-92	9.48511220777013	0.205	0.07	9.1540661130792e-89	C1QB	Oligodendrocyte_precursor	Up
2.72044082415723e-92	-2.22062343806649	0.203	0.095	1.00901150167991e-88	CTSB	Oligodendrocyte_precursor	Down
1.57868084026455e-90	-3.89741395477355	0.336	0.035	5.85532723654122e-87	GCNT2	Oligodendrocyte_precursor	Down
1.6028930782585e-90	2.95299587475397	0.357	0.084	5.94513042726077e-87	ABR	Oligodendrocyte_precursor	Up
1.87108242170652e-90	6.68059533363685	0.046	0.215	6.9398447021095e-87	TEX15	Oligodendrocyte_precursor	Up
2.31511884439795e-90	-2.78788845188484	0.576	0.098	8.58677579387198e-87	PARP8	Oligodendrocyte_precursor	Down
2.54914095666675e-90	1.20661130184131	0.023	0.32	9.45476380827697e-87	ENSG00000232555	Oligodendrocyte_precursor	Up
2.30866907163143e-89	3.5984550876213	0.618	0.031	8.56285358668097e-86	DAB2	Oligodendrocyte_precursor	Up
3.53369929214261e-89	-1.77122279378189	0.035	0.306	1.31064906745569e-85	DOCK7-DT	Oligodendrocyte_precursor	Down
5.60006119546357e-89	-5.69972597767422	0.325	0.049	2.07706269739744e-85	ARRB2	Oligodendrocyte_precursor	Down
8.14395313674087e-89	-1.36047707642513	0.424	0.063	3.02059221841719e-85	ENSG00000258168	Oligodendrocyte_precursor	Down
1.3188408467632e-88	-4.79909769692558	0.212	0.098	4.89158070064469e-85	TSPAN14	Oligodendrocyte_precursor	Down
8.55718977469676e-88	1.73882243919826	0.408	0.141	3.17386168743503e-84	SLC4A7	Oligodendrocyte_precursor	Up
1.40268194769155e-87	-1.62388706189384	0.767	0.096	5.20254734398795e-84	EHD4	Oligodendrocyte_precursor	Down
1.48550362226594e-87	-4.01956136998701	0.419	0.077	5.50973293498437e-84	MOB1B	Oligodendrocyte_precursor	Down
3.54386911046652e-87	-1.16051920148674	0.039	0.375	1.31442105307203e-83	GABRA2	Oligodendrocyte_precursor	Down
1.94181071381274e-86	-4.68386870052257	0.475	0.017	7.20217593753145e-83	SP140	Oligodendrocyte_precursor	Down
2.42676972510775e-86	7.3687382846899	0.076	0.277	9.00088891042464e-83	LINC01239	Oligodendrocyte_precursor	Up
5.48995947051164e-86	2.28843865261734	0.313	0.076	2.03622596761277e-82	IL18	Oligodendrocyte_precursor	Up
5.97111441824824e-86	1.26258670347347	0.171	0.044	2.21468633772827e-82	ENSG00000250604	Oligodendrocyte_precursor	Up
6.51038309624556e-86	1.66427112933737	0.265	0.093	2.41470109039748e-82	DOCK2	Oligodendrocyte_precursor	Up
7.31171484895181e-86	-3.48078768504727	0.555	0.051	2.71191503747623e-82	ZC3HAV1	Oligodendrocyte_precursor	Down
8.58448279608139e-86	-5.96094676889942	0.318	0.076	3.18398466906659e-82	LINC01684	Oligodendrocyte_precursor	Down
9.31294004876561e-86	-1.91832746511382	0.558	0.019	3.45416946408717e-82	ARHGAP18	Oligodendrocyte_precursor	Down
9.73593783479809e-86	-4.91934640013697	0.505	0.198	3.61105934292661e-82	ZFHX3	Oligodendrocyte_precursor	Down
1.305740750638e-85	2.46915196945464	0.046	0.316	4.84299244411633e-82	SLC30A10	Oligodendrocyte_precursor	Up
4.78977883711256e-85	-4.47057524250533	0.196	0.054	1.77652897068505e-81	CMTM7	Oligodendrocyte_precursor	Down
8.4256421842751e-85	2.32164807835863	0.037	0.233	3.12507068614764e-81	BMP6	Oligodendrocyte_precursor	Up
1.46647176189198e-84	1.56587621844953	0.429	0.114	5.43914376485736e-81	PLCL2	Oligodendrocyte_precursor	Up
2.69795263597537e-84	-4.38500822436417	0.486	0.163	1.00067063268327e-80	IFI16	Oligodendrocyte_precursor	Down
3.82722237213411e-84	-5.63731367180764	0.115	0.004	1.41951677782454e-80	LY96	Oligodendrocyte_precursor	Down
1.47518713453193e-83	-1.48004147694045	0.035	0.337	5.47146908197891e-80	RMST	Oligodendrocyte_precursor	Down
2.60080482508317e-83	6.35418311647295	0.424	0.062	9.64638509623347e-80	NCK2	Oligodendrocyte_precursor	Up
2.88043638264087e-83	4.14883613545171	0.171	0.054	1.0683538543215e-79	HS3ST4	Oligodendrocyte_precursor	Up
2.72449573734146e-82	7.15573376773051	0.06	0.337	1.01051546897995e-78	LINC01414	Oligodendrocyte_precursor	Up
4.80544733523049e-82	-7.52935054126222	0.175	0.038	1.78234041663699e-78	LCP1	Oligodendrocyte_precursor	Down
5.85652260100653e-82	2.84071684832928	0.272	0.111	2.17218423271332e-78	IFNGR2	Oligodendrocyte_precursor	Up
3.21698533012449e-81	-4.49715899813395	0.638	0.007	1.19317985894317e-77	LINC02966	Oligodendrocyte_precursor	Down
3.83306747368719e-81	4.12577213949373	0.486	0.196	1.42168472599058e-77	SMAP2	Oligodendrocyte_precursor	Up
4.74526082637329e-81	-8.59972204809782	0.164	0.04	1.76001724050185e-77	CPVL	Oligodendrocyte_precursor	Down
2.25851144103482e-80	3.34956125156232	0.035	0.321	8.37681893479815e-77	PAMR1	Oligodendrocyte_precursor	Up
2.29657837203981e-80	-6.1224074031678	0.286	0.098	8.51800918189567e-77	HSD11B1	Oligodendrocyte_precursor	Down
4.16967706864087e-80	-2.92069141230209	0.546	0.012	1.5465332247589e-76	SYT6	Oligodendrocyte_precursor	Down
6.77873071940488e-80	9.82504209940636	0.021	0.259	2.51423122382727e-76	CALCB	Oligodendrocyte_precursor	Up
9.75543827712813e-80	1.40246602385179	0.415	0.067	3.61829205698682e-76	KCNK13	Oligodendrocyte_precursor	Up
1.55433653532873e-79	7.00581812999985	0.046	0.301	5.76503420953427e-76	IQCA1	Oligodendrocyte_precursor	Up
3.10772819835173e-79	-2.20944298641527	0.134	0.252	1.15265638876866e-75	LUCAT1	Oligodendrocyte_precursor	Down
6.55224356940775e-79	7.57099927004693	0.198	0.004	2.43022713989334e-75	ENSG00000271945	Oligodendrocyte_precursor	Up
3.23079292905818e-78	2.59824096326237	0.675	0.004	1.19830109738768e-74	NOSTRIN	Oligodendrocyte_precursor	Up
3.60885722077744e-78	-1.86882756392342	0.127	0.016	1.33852514318635e-74	LYN	Oligodendrocyte_precursor	Down
5.25856778800608e-78	-6.55469895547007	0.094	0.271	1.95040279257145e-74	AK4	Oligodendrocyte_precursor	Down
7.27350940619225e-78	-4.16930422264269	0.355	0.082	2.69774463875671e-74	LNCAROD	Oligodendrocyte_precursor	Down
2.08059931681404e-77	8.81776038858728	0.067	0.327	7.71694286606327e-74	MOXD1	Oligodendrocyte_precursor	Up
4.88717213704332e-77	-1.1316200722444	0.058	0.311	1.81265214562937e-73	ENSG00000283415	Oligodendrocyte_precursor	Down
5.08520980449002e-77	-8.10507260413661	0.336	0.049	1.88610431648535e-73	B4GALT1	Oligodendrocyte_precursor	Down
6.51375254368345e-77	-3.49752654983321	0.578	0.179	2.41595081845219e-73	IRAK1BP1	Oligodendrocyte_precursor	Down
9.24388037678731e-77	6.14669108342047	0.581	0.021	3.42855523175041e-73	XAF1	Oligodendrocyte_precursor	Up
9.96015486371991e-77	-2.35375092208703	0.654	0.117	3.69422143895372e-73	USP6NL	Oligodendrocyte_precursor	Down
1.24873861849924e-76	-1.23248220713886	0.311	0.005	4.63157153601367e-73	GUCY1A1	Oligodendrocyte_precursor	Down
2.04585026977391e-76	-1.04049136304211	0.486	0.015	7.58805865059145e-73	ERAP2	Oligodendrocyte_precursor	Down
4.53031649007861e-76	-1.25109947590968	0.631	0.021	1.68029438617016e-72	TNFRSF10B	Oligodendrocyte_precursor	Down
5.4294659118627e-76	6.6271317476723	0.341	0.076	2.01378890670988e-72	MS4A6A	Oligodendrocyte_precursor	Up
1.18575918352075e-75	-3.37920822834723	0.341	0.073	4.39798081167845e-72	ADCY7	Oligodendrocyte_precursor	Down
6.71744615965571e-75	-4.09470414832796	0.419	0.201	2.4915007806163e-71	PRIM2	Oligodendrocyte_precursor	Down
1.10184294098597e-74	-1.49092345374827	0.154	0.008	4.08673546811696e-71	MET	Oligodendrocyte_precursor	Down
2.20031717515885e-74	-2.67486918050236	0.668	0.074	8.16097640266417e-71	PRKAR2B	Oligodendrocyte_precursor	Down
2.34103398337985e-74	2.54201897467125	0.468	0.167	8.68289504435585e-71	KCNQ3	Oligodendrocyte_precursor	Up
2.72998400462351e-74	6.14209145629867	0.159	0.031	1.01255106731486e-70	GADD45B	Oligodendrocyte_precursor	Up
7.16106114385421e-74	-3.77184226390337	0.263	0.147	2.65603757825553e-70	IFNG-AS1	Oligodendrocyte_precursor	Down
1.46074440167229e-73	5.41386563173265	0.873	0.418	5.41790098580251e-70	XYLT1	Oligodendrocyte_precursor	Up
3.27373016216657e-73	-1.39935322661859	0.141	0.478	1.21422651714758e-69	GRM3	Oligodendrocyte_precursor	Down
7.68020660338783e-73	-1.74342981072975	0.157	0.024	2.84858862919654e-69	MGST2	Oligodendrocyte_precursor	Down
1.24818315722171e-72	-4.98743013686205	0.134	0.025	4.62951133013532e-69	ENSG00000223725	Oligodendrocyte_precursor	Down
2.48511150082327e-72	-6.45456907739689	0.09	0.232	9.21727855655352e-69	ENSG00000234352	Oligodendrocyte_precursor	Down
2.6656771247675e-72	1.31464194639137	0.161	0.004	9.88699645576266e-69	CD44	Oligodendrocyte_precursor	Up
4.07758100543229e-72	3.37259542549406	0.083	0.356	1.51237479491484e-68	ID4	Oligodendrocyte_precursor	Up
6.41942204137306e-72	1.81556845608389	0.131	0.31	2.38096363514527e-68	DIAPH3	Oligodendrocyte_precursor	Up
1.83804817342509e-71	4.78043693345192	0.058	0.215	6.81732067523365e-68	PRMT8	Oligodendrocyte_precursor	Up
2.27568757700642e-71	1.32699052901912	0.097	0.302	8.44052522311681e-68	EPHA4	Oligodendrocyte_precursor	Up
2.76076004631662e-71	1.2435008072284	0.652	0.313	1.02396590117883e-67	DISC1	Oligodendrocyte_precursor	Up
2.87465060477712e-71	4.97559164579688	0.041	0.27	1.06620790931183e-67	RYR3	Oligodendrocyte_precursor	Up
3.53417319654607e-71	2.16746023286769	0.491	0.044	1.31082483859894e-67	NEDD9	Oligodendrocyte_precursor	Up
5.38783546871067e-71	-3.74635664185722	0.479	0.059	1.99834817534479e-67	ENSG00000290888	Oligodendrocyte_precursor	Down
6.02667148280709e-71	5.19859520714322	0.09	0.454	2.23529245297315e-67	TCERG1L	Oligodendrocyte_precursor	Up
7.62440928762631e-71	-5.85803139329539	0.44	0.012	2.8278934047806e-67	PLB1	Oligodendrocyte_precursor	Down
9.01830159408806e-71	-2.4972828399281	0.401	0.115	3.34488806124726e-67	IL17RA	Oligodendrocyte_precursor	Down
4.68274810853809e-70	-1.00561231885862	0.104	0.003	1.73683127345678e-66	APOC1	Oligodendrocyte_precursor	Down
3.66301780446564e-69	-4.51513117651513	0.111	0.002	1.3586133036763e-65	ARHGDIB	Oligodendrocyte_precursor	Down
3.7284805854566e-69	1.77796983619389	0.76	0.293	1.38289344914585e-65	SUSD5	Oligodendrocyte_precursor	Up
6.26694143565586e-69	-1.42239308656511	0.099	0.31	2.32440857848476e-65	LINC02822	Oligodendrocyte_precursor	Down
6.68128766712345e-69	1.87778372455029	0.046	0.22	2.47808959573609e-65	IGFBP7	Oligodendrocyte_precursor	Up
7.52695456488563e-69	1.12688766329852	0.562	0.273	2.79174744811608e-65	PCNX2	Oligodendrocyte_precursor	Up
8.66835723417836e-69	4.3245921111475	0.113	0.382	3.21509369815675e-65	ENSG00000227681	Oligodendrocyte_precursor	Up
9.24085366766055e-69	-2.39144422617567	0.166	0.556	3.4274326253353e-65	ENPP2	Oligodendrocyte_precursor	Down
1.38309882160459e-68	-2.73431660349885	0.062	0.256	5.12991352933142e-65	ENSG00000287127	Oligodendrocyte_precursor	Down
7.10402549295347e-68	7.42811867719651	0.03	0.306	2.63488305533644e-64	FBLN1	Oligodendrocyte_precursor	Up
1.10787259659661e-67	-4.43451373644413	0.058	0.39	4.10909946077682e-64	ENSG00000253108	Oligodendrocyte_precursor	Down
1.40603846613524e-67	4.19973065584532	0.525	0.23	5.21499667089559e-64	SRGAP2	Oligodendrocyte_precursor	Up
1.47852048913145e-67	-1.36317709739046	0.592	0.107	5.48383249418853e-64	LINC02798	Oligodendrocyte_precursor	Down
1.70413490515697e-67	1.97441560997269	0.164	0.561	6.3206363632272e-64	CTNNA3	Oligodendrocyte_precursor	Up
4.69765795385349e-67	1.5048584877348	0.438	0.075	1.74236133508426e-63	SRGAP2B	Oligodendrocyte_precursor	Up
4.7283455807282e-67	5.76830544724531	0.719	0.005	1.75374337589209e-63	CCDC178	Oligodendrocyte_precursor	Up
1.05468831990407e-66	2.57910803333018	0.051	0.185	3.91183897852421e-63	RAB37	Oligodendrocyte_precursor	Up
1.41985028618445e-66	-2.8680034233662	0.449	0.113	5.26622471145811e-63	STK10	Oligodendrocyte_precursor	Down
1.62065909449471e-66	3.54065756109551	0.083	0.263	6.01102458148087e-63	PLEKHG1	Oligodendrocyte_precursor	Up
2.33729769103627e-66	8.82916113801627	0.124	0.002	8.66903713605354e-63	HLA-DRA	Oligodendrocyte_precursor	Up
1.51887115041851e-65	-2.5945794947584	0.415	0.077	5.63349309690227e-62	HPCAL1	Oligodendrocyte_precursor	Down
1.76192464405402e-65	5.14785474677031	0.666	0.016	6.53497850479636e-62	NOTCH4	Oligodendrocyte_precursor	Up
2.26582309778004e-65	-9.48703131717187	0.09	0.399	8.40393786966618e-62	F11-AS1	Oligodendrocyte_precursor	Down
2.97004758527935e-65	6.13523393265449	0.074	0.256	1.10159064938011e-61	ENSG00000233928	Oligodendrocyte_precursor	Up
4.85407656065686e-65	-2.17596883910043	0.588	0.194	1.80037699634763e-61	TPST1	Oligodendrocyte_precursor	Down
9.34602778894165e-65	5.78009176323738	0.304	0.021	3.46644170691846e-61	SLC19A1	Oligodendrocyte_precursor	Up
2.62075464745485e-64	6.89775815342018	0.094	0.276	9.72037898741006e-61	LINC00923	Oligodendrocyte_precursor	Up
5.16781706381514e-64	-3.67934716369194	0.26	0.1	1.91674334896904e-60	TBC1D1	Oligodendrocyte_precursor	Down
5.99682910353996e-64	-4.09801321925991	0.295	0.082	2.22422391450297e-60	ENSG00000188897	Oligodendrocyte_precursor	Down
7.15308418260446e-64	3.36579126837669	0.187	0.575	2.65307892332799e-60	CLMN	Oligodendrocyte_precursor	Up
1.7613262408494e-63	-4.19811128017274	0.101	0.36	6.53275902731041e-60	EFNA5	Oligodendrocyte_precursor	Down
1.96208895808372e-63	3.07105686946872	0.424	0.024	7.27738794553252e-60	IL6R	Oligodendrocyte_precursor	Up
2.30920940204929e-63	-8.32532731195026	0.044	0.25	8.5648576722008e-60	ELOVL2	Oligodendrocyte_precursor	Down
3.90803244194736e-63	2.94638857585199	0.468	0.12	1.44948923271828e-59	TGFBR1	Oligodendrocyte_precursor	Up
1.40938277594334e-62	4.89159075921384	0.488	0.262	5.22740071597384e-59	CMIP	Oligodendrocyte_precursor	Up
7.27031105335814e-62	1.43382897057394	0.194	0.494	2.69655836969053e-58	ST18	Oligodendrocyte_precursor	Up
8.52097108420372e-62	3.69304918247959	0.069	0.187	3.16042817513116e-58	MARCHF4	Oligodendrocyte_precursor	Up
1.02177603059826e-61	-2.00446383630263	0.166	0.013	3.78976729748896e-58	HSPB1	Oligodendrocyte_precursor	Down
1.75687948355322e-61	-2.42270462034881	0.488	0.046	6.5162660044989e-58	ENSG00000243276	Oligodendrocyte_precursor	Down
1.81637162386721e-61	1.60602178355969	0.484	0.036	6.7369223529235e-58	ZNF267	Oligodendrocyte_precursor	Up
3.92058046460613e-61	-2.41704972828581	0.129	0.446	1.45414329432241e-57	COL4A5	Oligodendrocyte_precursor	Down
