p_val	avg_log2FC	pct.1	pct.2	p_val_adj	gene	cell_type	direction
6.77136978790669e-19	6.37777948174545	0.127	0.015	2.51150105433459e-15	FOSL2	Microglia	Up
9.38899946456049e-19	-1.41294833880685	0.94	0.265	3.48237990140549e-15	CASS4	Microglia	Down
1.03599337870875e-18	-6.02993194708399	0.604	0.257	3.84249944163075e-15	LINC02664	Microglia	Down
1.15711281082777e-18	6.32361932680357	0.173	0.022	4.29173141536019e-15	ENSG00000247134	Microglia	Up
1.16423722774737e-18	-8.49923256631132	0.523	0.257	4.31815587771501e-15	APCDD1L-DT	Microglia	Down
1.60096795630366e-18	-6.20152327270474	0.794	0.412	5.93799014993027e-15	TTC39C	Microglia	Down
2.14583113737553e-18	-3.28140026727645	0.808	0.36	7.95888768852586e-15	ARHGAP20	Microglia	Down
3.14668734533165e-18	-1.27726431372339	0.94	0.257	1.16710633638351e-14	GUCY1A1	Microglia	Down
3.79636308518199e-18	-8.74692668059993	0.667	0.272	1.408071068294e-14	NHS	Microglia	Down
5.01147105386573e-18	-5.65858731559087	0.545	0.051	1.8587546138788e-14	PIK3IP1-DT	Microglia	Down
5.41962690730838e-18	-2.36903399262629	0.257	0.132	2.01013961992068e-14	MS4A4E	Microglia	Down
6.49098445288147e-18	-1.38485101486499	0.756	0.331	2.40750613357374e-14	VCL	Microglia	Down
6.76959972629052e-18	6.12195526305886	0.382	0.007	2.51084453848115e-14	SLIT3	Microglia	Up
7.67826251572818e-18	-1.34519375666644	0.707	0.294	2.84786756708358e-14	CFAP20DC-AS1	Microglia	Down
7.91176874025697e-18	-11.6126674289492	0.68	0.309	2.93447502576131e-14	ENSG00000228113	Microglia	Down
8.70710029860301e-18	-1.55530665894918	0.659	0.029	3.22946350075186e-14	ADAMTS18	Microglia	Down
9.0252690587966e-18	-4.28617962973756	0.775	0.412	3.34747229390766e-14	ANKRD29	Microglia	Down
1.25313174277416e-17	-1.05669081606453	0.282	0.176	4.64786563394937e-14	TLR7	Microglia	Down
1.25313390410394e-17	-3.74352209869997	0.821	0.618	4.6478736503215e-14	FHIP1A	Microglia	Down
1.29099637457074e-17	-3.19534208703981	0.648	0.213	4.78830555328288e-14	MT-ND1	Microglia	Down
1.45406739205441e-17	5.69929856198898	0.201	0.331	5.39313595712981e-14	PLXNA4	Microglia	Up
1.54306385369687e-17	-1.06837857121927	0.436	0.257	5.72322383336168e-14	YWHAB	Microglia	Down
1.737488096661e-17	-1.12769640135551	0.854	0.176	6.44434335051565e-14	NOD1	Microglia	Down
1.86554487517356e-17	-3.07151747910764	0.832	0.338	6.91930594201874e-14	PHYHD1	Microglia	Down
2.21473236721176e-17	-4.68503491188689	0.566	0.088	8.2144423499884e-14	ENSG00000237813	Microglia	Down
2.33567345343218e-17	-6.08434285266424	0.344	0.147	8.66301283877995e-14	CALM3	Microglia	Down
2.99193777076936e-17	-4.8479661916676	0.829	0.176	1.10970971917836e-13	TNFSF13B	Microglia	Down
3.04522656950499e-17	-1.09803916142507	0.274	0.096	1.1294745346294e-13	LINC02397	Microglia	Down
3.08128014611447e-17	3.89472024363305	0.209	0.044	1.14284680619386e-13	LIX1-AS1	Microglia	Up
3.98992520714982e-17	-1.26196037947814	0.206	0.007	1.47986325933187e-13	LINC03000	Microglia	Down
5.16185947271909e-17	15.8065713766093	0.133	0.419	1.91453367843151e-13	RND3	Microglia	Up
6.33127146969988e-17	-1.31594415780935	0.138	0.257	2.34826858811168e-13	COL26A1	Microglia	Down
6.59474664596261e-17	-10.5192866994611	0.363	0.199	2.44599153098753e-13	ENSG00000235450	Microglia	Down
8.56629539895906e-17	1.28502467987824	0.244	0.029	3.17723896347391e-13	NME8	Microglia	Up
9.29073465666451e-17	-2.41351899896198	0.786	0.419	3.44593348415687e-13	P2RY14	Microglia	Down
1.00755178796429e-16	-5.72337791684211	0.932	0.632	3.73700958155956e-13	MALRD1	Microglia	Down
1.01928394613936e-16	-1.16207909833567	0.759	0.103	3.7805241562309e-13	BTG1-DT	Microglia	Down
1.19839344479225e-16	-4.58440001324638	0.927	0.412	4.44484128673444e-13	ICA1	Microglia	Down
1.56226476336117e-16	-1.98118452981757	0.233	0.485	5.7944400073066e-13	ENSG00000231918	Microglia	Down
1.62644993652827e-16	-6.94015411296043	0.463	0.074	6.03250281458334e-13	HERC2P3	Microglia	Down
3.12332728497537e-16	15.3656762006313	0.233	0.419	1.15844208999737e-12	ENSG00000288088	Microglia	Up
4.19762335373288e-16	6.62340268432066	0.217	0.088	1.55689850189952e-12	DUSP10	Microglia	Up
4.39245438672577e-16	2.90914788675799	0.992	0.287	1.62916133203659e-12	ENSG00000234147	Microglia	Up
4.49318147991375e-16	-4.31471271804908	0.989	0.588	1.66652101090001e-12	C4orf19	Microglia	Down
4.51870980674316e-16	-7.43461032735202	0.678	0.279	1.67598946732104e-12	PRKX	Microglia	Down
4.7282147755531e-16	-1.80780203117883	0.867	0.404	1.75369486025264e-12	ITGA6	Microglia	Down
4.91934978610904e-16	-4.56862823666755	0.195	0.022	1.82458683566784e-12	SV2B	Microglia	Down
5.03196415671322e-16	-3.82067481188041	0.255	0.022	1.86635550572493e-12	KIAA0040	Microglia	Down
5.44652501639687e-16	2.0645647890838	0.241	0.426	2.0201161285816e-12	RNF175	Microglia	Up
6.56152597258973e-16	-1.0707800820873	0.407	0.132	2.43366998323353e-12	CDKN2B-AS1	Microglia	Down
8.49933335511155e-16	-3.56244045860328	0.266	0.103	3.15240274141087e-12	SPOPL-DT	Microglia	Down
8.83992822167753e-16	-3.93112289087885	0.404	0.022	3.2787293774202e-12	LAMC1	Microglia	Down
1.36747393757867e-15	-4.57506205024305	0.659	0.243	5.07196083447928e-12	VPS13A	Microglia	Down
1.39053241775304e-15	-1.21824454383984	0.848	0.184	5.15748473744604e-12	IKBIP	Microglia	Down
1.50331405901811e-15	-6.8557564952241	0.954	0.559	5.57579184489815e-12	FAM110B	Microglia	Down
1.71797935040792e-15	-1.51090126240632	0.564	0.265	6.37198541066299e-12	ANKRD7	Microglia	Down
1.99568929061662e-15	-4.80770450228765	0.518	0.096	7.40201157889704e-12	DIAPH1	Microglia	Down
2.72015243577767e-15	-4.94836380106643	0.734	0.338	1.00890453842994e-11	ENSG00000249061	Microglia	Down
2.7962201314725e-15	-11.5393510228425	0.715	0.324	1.03711804676315e-11	ENSG00000286340	Microglia	Down
4.15427925113424e-15	3.5887710841708	0.282	0.059	1.54082217424569e-11	ENSG00000286153	Microglia	Up
4.2931434369113e-15	-1.78044425235466	0.558	0.287	1.5923269007504e-11	PPFIBP2	Microglia	Down
4.5596968205776e-15	-1.61619058817279	0.369	0.169	1.69119155075223e-11	DNM1	Microglia	Down
5.00401319472122e-15	1.30479584759717	0.992	0.324	1.8559884939221e-11	EPSTI1	Microglia	Up
5.0867214959074e-15	-6.19996439553807	0.984	0.64	1.88666500283205e-11	ZNF516	Microglia	Down
5.11459131653164e-15	-3.38893823552809	0.832	0.272	1.89700191930159e-11	ZBTB46	Microglia	Down
6.09031073186929e-15	-1.19302822506566	0.29	0.066	2.25889625045032e-11	CLEC1A	Microglia	Down
6.68096428944221e-15	-5.69590541938981	0.87	0.412	2.47796965495412e-11	RALGPS2	Microglia	Down
8.03643227912628e-15	-1.70457802161417	0.707	0.257	2.98071273232794e-11	HLA-A	Microglia	Down
9.45486317649361e-15	-3.20838395910777	0.997	0.529	3.50680875216148e-11	PLXNA2	Microglia	Down
1.37931369732816e-14	-2.90612986879128	0.762	0.176	5.11587450339016e-11	NFATC1	Microglia	Down
1.42454027081235e-14	-1.25624138821843	0.764	0.199	5.283619864443e-11	LIPC	Microglia	Down
1.67349113530652e-14	-2.79313035817506	0.967	0.537	6.20697862085189e-11	SLC18B1	Microglia	Down
1.69153207112177e-14	1.35371504314442	0.274	0.022	6.27389245179064e-11	PLS1	Microglia	Up
1.9132669826332e-14	3.07659555984411	0.201	0.096	7.09630723858655e-11	BTG2	Microglia	Up
1.92353299096589e-14	-9.23446235116261	0.965	0.574	7.13438386349248e-11	ADAMTS17	Microglia	Down
2.49862491733156e-14	-2.38350783332237	0.808	0.199	9.26739981838277e-11	ADAM7-AS1	Microglia	Down
4.26904463164703e-14	1.1774664226849	0.848	0.265	1.58338865387788e-10	CYSLTR1	Microglia	Up
4.89645019535964e-14	-2.91610484033142	0.678	0.316	1.81609337745889e-10	ENSG00000286072	Microglia	Down
6.67590961671267e-14	-1.73005217745438	0.846	0.324	2.47609487683873e-10	HLA-B	Microglia	Down
7.14627929744524e-14	-8.06184934861537	0.263	0.037	2.65055499142244e-10	CTSV	Microglia	Down
8.76160887725593e-14	-2.27954403535337	0.859	0.412	3.24968073257422e-10	PITPNM2	Microglia	Down
9.42496141072674e-14	4.9938602275209	0.588	0.088	3.49571818723855e-10	MCUB	Microglia	Up
1.06788144346511e-13	-1.42517279596531	0.485	0.257	3.96077227381209e-10	DDB2	Microglia	Down
1.24785421213409e-13	-6.69737745749723	0.802	0.471	4.62829127280533e-10	FGD6	Microglia	Down
1.4727002809271e-13	-2.00094956031285	0.423	0.301	5.46224534195862e-10	MIR31HG	Microglia	Down
1.52695370852306e-13	-2.46220784604017	0.97	0.309	5.66347130491202e-10	CD99	Microglia	Down
1.9456320402993e-13	-2.67341770974427	0.255	0.441	7.2163492374701e-10	SDC2	Microglia	Down
2.01695367940158e-13	9.12120482696381	0.198	0.478	7.48088119690046e-10	SLC39A8	Microglia	Up
2.1016151412532e-13	-5.98913312851528	0.989	0.507	7.79489055890812e-10	MAGI3	Microglia	Down
2.25824365216884e-13	-1.01085098655129	0.26	0.074	8.37582570589423e-10	GPAT3	Microglia	Down
2.36493241011166e-13	-4.45400491523581	0.306	0.103	8.77153430910413e-10	SELENOP	Microglia	Down
2.38930510016662e-13	-5.37542017442568	0.569	0.199	8.86193261651798e-10	MT-ATP6	Microglia	Down
2.7155917061247e-13	2.54188094507919	0.29	0.132	1.00721296380165e-09	LINC01572	Microglia	Up
3.0231756556234e-13	-1.79971313947918	0.883	0.243	1.12129585067072e-09	CEBPD	Microglia	Down
3.31388997965552e-13	-2.96474073506187	1	0.456	1.22912179345423e-09	ANO6	Microglia	Down
3.63199037853881e-13	-10.8289706256886	0.645	0.243	1.34710523140004e-09	NYAP2	Microglia	Down
3.65051620946005e-13	3.09913070180147	0.149	0.309	1.35397646208873e-09	ARMH1	Microglia	Up
4.02066785196353e-13	-4.10399070031521	0.783	0.199	1.49126570629327e-09	NLRC5	Microglia	Down
4.47272853757886e-13	-6.9545272811718	0.561	0.199	1.658935014588e-09	PCLO	Microglia	Down
4.49545714321234e-13	-1.55161731921352	0.233	0.059	1.66736505441746e-09	CFAP161	Microglia	Down
4.68141530715475e-13	-1.09796248204449	0.379	0.022	1.7363369374237e-09	ATP10A	Microglia	Down
4.85030977880305e-13	-3.11350885218485	0.382	0.007	1.79897989695805e-09	PALMD	Microglia	Down
4.87492087464268e-13	1.10053233851766	0.417	0.051	1.80810815240497e-09	SYCP2L	Microglia	Up
7.15208387576879e-13	7.28214347324062	0.222	0.066	2.65270790952264e-09	CEMIP2	Microglia	Up
7.40809120533424e-13	-4.48357534735552	0.775	0.257	2.74766102805847e-09	BASP1	Microglia	Down
7.52054261506143e-13	-2.03080846972461	0.371	0.25	2.78936925592629e-09	CAMK2B	Microglia	Down
9.51738249596912e-13	-3.72212820743869	0.835	0.449	3.52999716775495e-09	CERS6	Microglia	Down
1.06226906904126e-12	3.49943619160407	0.415	0.132	3.93995597707402e-09	PCBP3	Microglia	Up
1.62060988944423e-12	-1.34108051968462	0.642	0.294	6.01084207994864e-09	TUBA1C	Microglia	Down
1.71124397656562e-12	-2.45389658325819	0.157	0.037	6.34700390908188e-09	JPH1	Microglia	Down
1.94569995905624e-12	-4.60009867336768	0.436	0.243	7.2166011481396e-09	CACNG8	Microglia	Down
2.05412701463477e-12	-2.16820721355917	0.659	0.301	7.61875709728035e-09	ENSG00000254092	Microglia	Down
2.12618900878882e-12	2.32373541564549	0.23	0.346	7.88603503359775e-09	ENSG00000258603	Microglia	Up
2.5007098117467e-12	-1.13649969312692	0.35	0.154	9.27513269176852e-09	CALCRL-AS1	Microglia	Down
2.58810238270102e-12	6.68608666032324	0.173	0.39	9.59927173743807e-09	ANGPTL4	Microglia	Up
2.96862503256143e-12	-2.85469604488008	0.561	0.301	1.10106302457703e-08	PTPRM	Microglia	Down
3.07202070360866e-12	-4.58896172300811	0.667	0.221	1.13941247896845e-08	RFPL1S	Microglia	Down
3.08706261771347e-12	-1.42090632189483	1	0.346	1.14499152490992e-08	CLCN5	Microglia	Down
3.1174066405002e-12	5.86914419966981	0.182	0.007	1.15624612296152e-08	NOTCH4	Microglia	Up
8.44923627253098e-12	4.59917692895413	0.274	0.522	3.13382173348174e-08	ENSG00000236451	Microglia	Up
8.82147402291963e-12	-3.89030789800721	0.539	0.221	3.27188471510089e-08	MT-CYB	Microglia	Down
8.86371445222482e-12	-1.44509085118542	0.314	0.059	3.28755169033019e-08	ENSG00000285572	Microglia	Down
9.20976519901607e-12	-3.13148461511177	0.675	0.287	3.41590191231506e-08	MFSD4B	Microglia	Down
